"District","FIPS","Year","Incident Type","Variable","Measure Type","Value","R#","Region"
"Hampton School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","School Policy Violations","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Property Damage","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Weapons","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","School Policy Violations","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",-9999,3,"Eastern"
"Hampton School District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Fighting and Battery","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Property Damage","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Weapons","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","School Policy Violations","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Fighting and Battery","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Property Damage","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Weapons","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",-6666,3,"Eastern"
"Hampton School District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","School Policy Violations","Incidents","Number",-9999,3,"Eastern"
"Hampton School District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999,3,"Eastern"
"Hampton School District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","Fighting and Battery","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","Property Damage","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","Weapons","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","School Policy Violations","Incidents","Number",-9999,3,"Eastern"
"Hampton School District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Fighting and Battery","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Property Damage","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Weapons","Incidents","Number",0,3,"Eastern"
"Hampton School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Hartford School District",900337070,"2009-2010","Violent Crimes Against Persons","Incidents","Number",22,4,"North Central"
"Hartford School District",900337070,"2009-2010","School Policy Violations","Incidents","Number",7177,4,"North Central"
"Hartford School District",900337070,"2009-2010","Sexually Related Behavior","Incidents","Number",149,4,"North Central"
"Hartford School District",900337070,"2009-2010","Personally Threatening Behavior","Incidents","Number",779,4,"North Central"
"Hartford School District",900337070,"2009-2010","Theft Related Behaviors","Incidents","Number",180,4,"North Central"
"Hartford School District",900337070,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",1303,4,"North Central"
"Hartford School District",900337070,"2009-2010","Fighting and Battery","Incidents","Number",2278,4,"North Central"
"Hartford School District",900337070,"2009-2010","Property Damage","Incidents","Number",229,4,"North Central"
"Hartford School District",900337070,"2009-2010","Weapons","Incidents","Number",158,4,"North Central"
"Hartford School District",900337070,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",99,4,"North Central"
"Hartford School District",900337070,"2010-2011","Violent Crimes Against Persons","Incidents","Number",65,4,"North Central"
"Hartford School District",900337070,"2010-2011","School Policy Violations","Incidents","Number",5682,4,"North Central"
"Hartford School District",900337070,"2010-2011","Sexually Related Behavior","Incidents","Number",91,4,"North Central"
"Hartford School District",900337070,"2010-2011","Personally Threatening Behavior","Incidents","Number",591,4,"North Central"
"Hartford School District",900337070,"2010-2011","Theft Related Behaviors","Incidents","Number",102,4,"North Central"
"Hartford School District",900337070,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",712,4,"North Central"
"Hartford School District",900337070,"2010-2011","Fighting and Battery","Incidents","Number",2122,4,"North Central"
"Hartford School District",900337070,"2010-2011","Property Damage","Incidents","Number",178,4,"North Central"
"Hartford School District",900337070,"2010-2011","Weapons","Incidents","Number",84,4,"North Central"
"Hartford School District",900337070,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",97,4,"North Central"
"Hartford School District",900337070,"2011-2012","Violent Crimes Against Persons","Incidents","Number",65,4,"North Central"
"Hartford School District",900337070,"2011-2012","School Policy Violations","Incidents","Number",5268,4,"North Central"
"Hartford School District",900337070,"2011-2012","Sexually Related Behavior","Incidents","Number",81,4,"North Central"
"Hartford School District",900337070,"2011-2012","Personally Threatening Behavior","Incidents","Number",625,4,"North Central"
"Hartford School District",900337070,"2011-2012","Theft Related Behaviors","Incidents","Number",139,4,"North Central"
"Hartford School District",900337070,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",529,4,"North Central"
"Hartford School District",900337070,"2011-2012","Fighting and Battery","Incidents","Number",2749,4,"North Central"
"Hartford School District",900337070,"2011-2012","Property Damage","Incidents","Number",231,4,"North Central"
"Hartford School District",900337070,"2011-2012","Weapons","Incidents","Number",183,4,"North Central"
"Hartford School District",900337070,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",104,4,"North Central"
"Hartford School District",900337070,"2012-2013","Violent Crimes Against Persons","Incidents","Number",68,4,"North Central"
"Hartford School District",900337070,"2012-2013","School Policy Violations","Incidents","Number",5833,4,"North Central"
"Hartford School District",900337070,"2012-2013","Sexually Related Behavior","Incidents","Number",116,4,"North Central"
"Hartford School District",900337070,"2012-2013","Personally Threatening Behavior","Incidents","Number",930,4,"North Central"
"Hartford School District",900337070,"2012-2013","Theft Related Behaviors","Incidents","Number",161,4,"North Central"
"Hartford School District",900337070,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",1043,4,"North Central"
"Hartford School District",900337070,"2012-2013","Fighting and Battery","Incidents","Number",2561,4,"North Central"
"Hartford School District",900337070,"2012-2013","Property Damage","Incidents","Number",173,4,"North Central"
"Hartford School District",900337070,"2012-2013","Weapons","Incidents","Number",122,4,"North Central"
"Hartford School District",900337070,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",102,4,"North Central"
"Hartford School District",900337070,"2013-2014","Violent Crimes Against Persons","Incidents","Number",89,4,"North Central"
"Hartford School District",900337070,"2013-2014","School Policy Violations","Incidents","Number",5640,4,"North Central"
"Hartford School District",900337070,"2013-2014","Sexually Related Behavior","Incidents","Number",172,4,"North Central"
"Hartford School District",900337070,"2013-2014","Personally Threatening Behavior","Incidents","Number",593,4,"North Central"
"Hartford School District",900337070,"2013-2014","Theft Related Behaviors","Incidents","Number",173,4,"North Central"
"Hartford School District",900337070,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",926,4,"North Central"
"Hartford School District",900337070,"2013-2014","Fighting and Battery","Incidents","Number",2640,4,"North Central"
"Hartford School District",900337070,"2013-2014","Property Damage","Incidents","Number",167,4,"North Central"
"Hartford School District",900337070,"2013-2014","Weapons","Incidents","Number",97,4,"North Central"
"Hartford School District",900337070,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",97,4,"North Central"
"Hartford School District",900337070,"2014-2015","Violent Crimes Against Persons","Incidents","Number",80,4,"North Central"
"Hartford School District",900337070,"2014-2015","School Policy Violations","Incidents","Number",4803,4,"North Central"
"Hartford School District",900337070,"2014-2015","Sexually Related Behavior","Incidents","Number",90,4,"North Central"
"Hartford School District",900337070,"2014-2015","Personally Threatening Behavior","Incidents","Number",505,4,"North Central"
"Hartford School District",900337070,"2014-2015","Theft Related Behaviors","Incidents","Number",159,4,"North Central"
"Hartford School District",900337070,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",938,4,"North Central"
"Hartford School District",900337070,"2014-2015","Fighting and Battery","Incidents","Number",2279,4,"North Central"
"Hartford School District",900337070,"2014-2015","Property Damage","Incidents","Number",177,4,"North Central"
"Hartford School District",900337070,"2014-2015","Weapons","Incidents","Number",109,4,"North Central"
"Hartford School District",900337070,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",128,4,"North Central"
"Hartford School District",900337070,"2015-2016","Violent Crimes Against Persons","Incidents","Number",52,4,"North Central"
"Hartford School District",900337070,"2015-2016","School Policy Violations","Incidents","Number",3996,4,"North Central"
"Hartford School District",900337070,"2015-2016","Sexually Related Behavior","Incidents","Number",112,4,"North Central"
"Hartford School District",900337070,"2015-2016","Personally Threatening Behavior","Incidents","Number",509,4,"North Central"
"Hartford School District",900337070,"2015-2016","Theft Related Behaviors","Incidents","Number",123,4,"North Central"
"Hartford School District",900337070,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",937,4,"North Central"
"Hartford School District",900337070,"2015-2016","Fighting and Battery","Incidents","Number",2041,4,"North Central"
"Hartford School District",900337070,"2015-2016","Property Damage","Incidents","Number",91,4,"North Central"
"Hartford School District",900337070,"2015-2016","Weapons","Incidents","Number",115,4,"North Central"
"Hartford School District",900337070,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",99,4,"North Central"
"Hartford School District",900337070,"2016-2017","Violent Crimes Against Persons","Incidents","Number",58,4,"North Central"
"Hartford School District",900337070,"2016-2017","School Policy Violations","Incidents","Number",3854,4,"North Central"
"Hartford School District",900337070,"2016-2017","Sexually Related Behavior","Incidents","Number",174,4,"North Central"
"Hartford School District",900337070,"2016-2017","Personally Threatening Behavior","Incidents","Number",722,4,"North Central"
"Hartford School District",900337070,"2016-2017","Theft Related Behaviors","Incidents","Number",194,4,"North Central"
"Hartford School District",900337070,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",1819,4,"North Central"
"Hartford School District",900337070,"2016-2017","Fighting and Battery","Incidents","Number",2919,4,"North Central"
"Hartford School District",900337070,"2016-2017","Property Damage","Incidents","Number",204,4,"North Central"
"Hartford School District",900337070,"2016-2017","Weapons","Incidents","Number",94,4,"North Central"
"Hartford School District",900337070,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",100,4,"North Central"
"Hartland School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","School Policy Violations","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","School Policy Violations","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Property Damage","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Weapons","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-6666,5,"Western"
"Hartland School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","School Policy Violations","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","School Policy Violations","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2012-2013","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","School Policy Violations","Incidents","Number",8,5,"Western"
"Hartland School District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Fighting and Battery","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","School Policy Violations","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Fighting and Battery","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","School Policy Violations","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2015-2016","Fighting and Battery","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2016-2017","School Policy Violations","Incidents","Number",6,5,"Western"
"Hartland School District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2016-2017","Fighting and Battery","Incidents","Number",-9999,5,"Western"
"Hartland School District",NA,"2016-2017","Property Damage","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2016-2017","Weapons","Incidents","Number",0,5,"Western"
"Hartland School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0,5,"Western"
"Hebron School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","School Policy Violations","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","Weapons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","School Policy Violations","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2010-2011","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","Weapons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","School Policy Violations","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",12,4,"North Central"
"Hebron School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2011-2012","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","Weapons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","School Policy Violations","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2012-2013","Weapons","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","School Policy Violations","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2013-2014","Fighting and Battery","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Weapons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2014-2015","School Policy Violations","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2014-2015","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2014-2015","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2014-2015","Weapons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2015-2016","School Policy Violations","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2015-2016","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2015-2016","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2015-2016","Weapons","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2016-2017","School Policy Violations","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2016-2017","Fighting and Battery","Incidents","Number",9,4,"North Central"
"Hebron School District",NA,"2016-2017","Property Damage","Incidents","Number",0,4,"North Central"
"Hebron School District",NA,"2016-2017","Weapons","Incidents","Number",-9999,4,"North Central"
"Hebron School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Highville Charter School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","School Policy Violations","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",-6666,2,"South Central"
