"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Oxford School District",900958300,"2013-2014","Sexually Related Behavior","Incidents","Number",0
"Oxford School District",900958300,"2013-2014","Personally Threatening Behavior","Incidents","Number",-9999
"Oxford School District",900958300,"2013-2014","Theft Related Behaviors","Incidents","Number",0
"Oxford School District",900958300,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-9999
"Oxford School District",900958300,"2013-2014","Fighting and Battery","Incidents","Number",18
"Oxford School District",900958300,"2013-2014","Property Damage","Incidents","Number",-9999
"Oxford School District",900958300,"2013-2014","Weapons","Incidents","Number",-9999
"Oxford School District",900958300,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Oxford School District",900958300,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999
"Oxford School District",900958300,"2014-2015","School Policy Violations","Incidents","Number",19
"Oxford School District",900958300,"2014-2015","Sexually Related Behavior","Incidents","Number",0
"Oxford School District",900958300,"2014-2015","Personally Threatening Behavior","Incidents","Number",7
"Oxford School District",900958300,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Oxford School District",900958300,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",6
"Oxford School District",900958300,"2014-2015","Fighting and Battery","Incidents","Number",10
"Oxford School District",900958300,"2014-2015","Property Damage","Incidents","Number",0
"Oxford School District",900958300,"2014-2015","Weapons","Incidents","Number",-9999
"Oxford School District",900958300,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Oxford School District",900958300,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0
"Oxford School District",900958300,"2015-2016","School Policy Violations","Incidents","Number",28
"Oxford School District",900958300,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Oxford School District",900958300,"2015-2016","Personally Threatening Behavior","Incidents","Number",-9999
"Oxford School District",900958300,"2015-2016","Theft Related Behaviors","Incidents","Number",0
"Oxford School District",900958300,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",-9999
"Oxford School District",900958300,"2015-2016","Fighting and Battery","Incidents","Number",11
"Oxford School District",900958300,"2015-2016","Property Damage","Incidents","Number",-9999
"Oxford School District",900958300,"2015-2016","Weapons","Incidents","Number",-9999
"Oxford School District",900958300,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Oxford School District",900958300,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0
"Oxford School District",900958300,"2016-2017","School Policy Violations","Incidents","Number",36
"Oxford School District",900958300,"2016-2017","Sexually Related Behavior","Incidents","Number",0
"Oxford School District",900958300,"2016-2017","Personally Threatening Behavior","Incidents","Number",8
"Oxford School District",900958300,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Oxford School District",900958300,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",9
"Oxford School District",900958300,"2016-2017","Fighting and Battery","Incidents","Number",12
"Oxford School District",900958300,"2016-2017","Property Damage","Incidents","Number",-9999
"Oxford School District",900958300,"2016-2017","Weapons","Incidents","Number",0
"Oxford School District",900958300,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",21
"Park City Prep Charter School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2009-2010","School Policy Violations","Incidents","Number",390
"Park City Prep Charter School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",7
"Park City Prep Charter School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",15
"Park City Prep Charter School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",189
"Park City Prep Charter School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",44
"Park City Prep Charter School District",NA,"2009-2010","Property Damage","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2009-2010","Weapons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2010-2011","School Policy Violations","Incidents","Number",58
"Park City Prep Charter School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",0
"Park City Prep Charter School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",26
"Park City Prep Charter School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",16
"Park City Prep Charter School District",NA,"2010-2011","Property Damage","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2010-2011","Weapons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2011-2012","School Policy Violations","Incidents","Number",60
"Park City Prep Charter School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0
"Park City Prep Charter School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",12
"Park City Prep Charter School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",23
"Park City Prep Charter School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",24
"Park City Prep Charter School District",NA,"2011-2012","Property Damage","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2011-2012","Weapons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2012-2013","School Policy Violations","Incidents","Number",7
"Park City Prep Charter School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",0
"Park City Prep Charter School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",22
"Park City Prep Charter School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",11
"Park City Prep Charter School District",NA,"2012-2013","Property Damage","Incidents","Number",0
"Park City Prep Charter School District",NA,"2012-2013","Weapons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2013-2014","School Policy Violations","Incidents","Number",35
"Park City Prep Charter School District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0
"Park City Prep Charter School District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",15
"Park City Prep Charter School District",NA,"2013-2014","Fighting and Battery","Incidents","Number",8
"Park City Prep Charter School District",NA,"2013-2014","Property Damage","Incidents","Number",0
"Park City Prep Charter School District",NA,"2013-2014","Weapons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2014-2015","School Policy Violations","Incidents","Number",47
"Park City Prep Charter School District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",0
"Park City Prep Charter School District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",34
"Park City Prep Charter School District",NA,"2014-2015","Fighting and Battery","Incidents","Number",23
"Park City Prep Charter School District",NA,"2014-2015","Property Damage","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2014-2015","Weapons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2015-2016","School Policy Violations","Incidents","Number",110
"Park City Prep Charter School District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",11
"Park City Prep Charter School District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",13
"Park City Prep Charter School District",NA,"2015-2016","Fighting and Battery","Incidents","Number",36
"Park City Prep Charter School District",NA,"2015-2016","Property Damage","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2015-2016","Weapons","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Park City Prep Charter School District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2016-2017","School Policy Violations","Incidents","Number",39
"Park City Prep Charter School District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",15
"Park City Prep Charter School District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",11
"Park City Prep Charter School District",NA,"2016-2017","Fighting and Battery","Incidents","Number",21
"Park City Prep Charter School District",NA,"2016-2017","Property Damage","Incidents","Number",-9999
"Park City Prep Charter School District",NA,"2016-2017","Weapons","Incidents","Number",0
"Park City Prep Charter School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Path Academy District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","School Policy Violations","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Fighting and Battery","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Property Damage","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Weapons","Incidents","Number",-6666
"Path Academy District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","School Policy Violations","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Property Damage","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Weapons","Incidents","Number",-6666
"Path Academy District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","School Policy Violations","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Fighting and Battery","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Property Damage","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Weapons","Incidents","Number",-6666
"Path Academy District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","School Policy Violations","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Property Damage","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Weapons","Incidents","Number",-6666
"Path Academy District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","School Policy Violations","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Fighting and Battery","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Property Damage","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Weapons","Incidents","Number",-6666
"Path Academy District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Path Academy District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Path Academy District",NA,"2014-2015","School Policy Violations","Incidents","Number",31
"Path Academy District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",0
"Path Academy District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",7
"Path Academy District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Path Academy District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",38
"Path Academy District",NA,"2014-2015","Fighting and Battery","Incidents","Number",0
"Path Academy District",NA,"2014-2015","Property Damage","Incidents","Number",16
"Path Academy District",NA,"2014-2015","Weapons","Incidents","Number",0
"Path Academy District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Path Academy District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0
"Path Academy District",NA,"2015-2016","School Policy Violations","Incidents","Number",17
"Path Academy District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",0
"Path Academy District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",-9999
"Path Academy District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",0
"Path Academy District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",-9999
"Path Academy District",NA,"2015-2016","Fighting and Battery","Incidents","Number",0
"Path Academy District",NA,"2015-2016","Property Damage","Incidents","Number",-9999
"Path Academy District",NA,"2015-2016","Weapons","Incidents","Number",0
"Path Academy District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Path Academy District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0
"Path Academy District",NA,"2016-2017","School Policy Violations","Incidents","Number",34
"Path Academy District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",0
"Path Academy District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",8
"Path Academy District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Path Academy District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-9999
"Path Academy District",NA,"2016-2017","Fighting and Battery","Incidents","Number",-9999
"Path Academy District",NA,"2016-2017","Property Damage","Incidents","Number",-9999
"Path Academy District",NA,"2016-2017","Weapons","Incidents","Number",0
"Path Academy District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Plainfield School District",901559980,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainfield School District",901559980,"2009-2010","School Policy Violations","Incidents","Number",225
"Plainfield School District",901559980,"2009-2010","Sexually Related Behavior","Incidents","Number",10
"Plainfield School District",901559980,"2009-2010","Personally Threatening Behavior","Incidents","Number",125
"Plainfield School District",901559980,"2009-2010","Theft Related Behaviors","Incidents","Number",23
"Plainfield School District",901559980,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",91
"Plainfield School District",901559980,"2009-2010","Fighting and Battery","Incidents","Number",52
"Plainfield School District",901559980,"2009-2010","Property Damage","Incidents","Number",11
"Plainfield School District",901559980,"2009-2010","Weapons","Incidents","Number",11
"Plainfield School District",901559980,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",21
"Plainfield School District",901559980,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainfield School District",901559980,"2010-2011","School Policy Violations","Incidents","Number",299
"Plainfield School District",901559980,"2010-2011","Sexually Related Behavior","Incidents","Number",10
"Plainfield School District",901559980,"2010-2011","Personally Threatening Behavior","Incidents","Number",116
"Plainfield School District",901559980,"2010-2011","Theft Related Behaviors","Incidents","Number",12
"Plainfield School District",901559980,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",84
"Plainfield School District",901559980,"2010-2011","Fighting and Battery","Incidents","Number",27
"Plainfield School District",901559980,"2010-2011","Property Damage","Incidents","Number",16
"Plainfield School District",901559980,"2010-2011","Weapons","Incidents","Number",10
"Plainfield School District",901559980,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",31
"Plainfield School District",901559980,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainfield School District",901559980,"2011-2012","School Policy Violations","Incidents","Number",380
"Plainfield School District",901559980,"2011-2012","Sexually Related Behavior","Incidents","Number",7
"Plainfield School District",901559980,"2011-2012","Personally Threatening Behavior","Incidents","Number",86
"Plainfield School District",901559980,"2011-2012","Theft Related Behaviors","Incidents","Number",16
"Plainfield School District",901559980,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",48
"Plainfield School District",901559980,"2011-2012","Fighting and Battery","Incidents","Number",41
"Plainfield School District",901559980,"2011-2012","Property Damage","Incidents","Number",10
"Plainfield School District",901559980,"2011-2012","Weapons","Incidents","Number",-9999
"Plainfield School District",901559980,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",15
"Plainfield School District",901559980,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainfield School District",901559980,"2012-2013","School Policy Violations","Incidents","Number",343
"Plainfield School District",901559980,"2012-2013","Sexually Related Behavior","Incidents","Number",10
"Plainfield School District",901559980,"2012-2013","Personally Threatening Behavior","Incidents","Number",59
"Plainfield School District",901559980,"2012-2013","Theft Related Behaviors","Incidents","Number",13
"Plainfield School District",901559980,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",47
"Plainfield School District",901559980,"2012-2013","Fighting and Battery","Incidents","Number",21
"Plainfield School District",901559980,"2012-2013","Property Damage","Incidents","Number",12
"Plainfield School District",901559980,"2012-2013","Weapons","Incidents","Number",8
"Plainfield School District",901559980,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",26
"Plainfield School District",901559980,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0
"Plainfield School District",901559980,"2013-2014","School Policy Violations","Incidents","Number",352
"Plainfield School District",901559980,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999
"Plainfield School District",901559980,"2013-2014","Personally Threatening Behavior","Incidents","Number",33
"Plainfield School District",901559980,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Plainfield School District",901559980,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",24
"Plainfield School District",901559980,"2013-2014","Fighting and Battery","Incidents","Number",13
"Plainfield School District",901559980,"2013-2014","Property Damage","Incidents","Number",7
"Plainfield School District",901559980,"2013-2014","Weapons","Incidents","Number",-9999
"Plainfield School District",901559980,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",16
"Plainfield School District",901559980,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Plainfield School District",901559980,"2014-2015","School Policy Violations","Incidents","Number",462
"Plainfield School District",901559980,"2014-2015","Sexually Related Behavior","Incidents","Number",14
"Plainfield School District",901559980,"2014-2015","Personally Threatening Behavior","Incidents","Number",43
"Plainfield School District",901559980,"2014-2015","Theft Related Behaviors","Incidents","Number",6
"Plainfield School District",901559980,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",64
"Plainfield School District",901559980,"2014-2015","Fighting and Battery","Incidents","Number",11
"Plainfield School District",901559980,"2014-2015","Property Damage","Incidents","Number",12
"Plainfield School District",901559980,"2014-2015","Weapons","Incidents","Number",-9999
"Plainfield School District",901559980,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",22
"Plainfield School District",901559980,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainfield School District",901559980,"2015-2016","School Policy Violations","Incidents","Number",567
"Plainfield School District",901559980,"2015-2016","Sexually Related Behavior","Incidents","Number",9
"Plainfield School District",901559980,"2015-2016","Personally Threatening Behavior","Incidents","Number",38
"Plainfield School District",901559980,"2015-2016","Theft Related Behaviors","Incidents","Number",10
"Plainfield School District",901559980,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",81
"Plainfield School District",901559980,"2015-2016","Fighting and Battery","Incidents","Number",28
"Plainfield School District",901559980,"2015-2016","Property Damage","Incidents","Number",18
"Plainfield School District",901559980,"2015-2016","Weapons","Incidents","Number",-9999
"Plainfield School District",901559980,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",10
"Plainfield School District",901559980,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainfield School District",901559980,"2016-2017","School Policy Violations","Incidents","Number",269
"Plainfield School District",901559980,"2016-2017","Sexually Related Behavior","Incidents","Number",8
"Plainfield School District",901559980,"2016-2017","Personally Threatening Behavior","Incidents","Number",29
"Plainfield School District",901559980,"2016-2017","Theft Related Behaviors","Incidents","Number",12
"Plainfield School District",901559980,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",62
"Plainfield School District",901559980,"2016-2017","Fighting and Battery","Incidents","Number",19
"Plainfield School District",901559980,"2016-2017","Property Damage","Incidents","Number",16
"Plainfield School District",901559980,"2016-2017","Weapons","Incidents","Number",-9999
"Plainfield School District",901559980,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",11
"Plainville School District",900360120,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0
"Plainville School District",900360120,"2009-2010","School Policy Violations","Incidents","Number",120
"Plainville School District",900360120,"2009-2010","Sexually Related Behavior","Incidents","Number",7
"Plainville School District",900360120,"2009-2010","Personally Threatening Behavior","Incidents","Number",12
"Plainville School District",900360120,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999
"Plainville School District",900360120,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",23
"Plainville School District",900360120,"2009-2010","Fighting and Battery","Incidents","Number",33
"Plainville School District",900360120,"2009-2010","Property Damage","Incidents","Number",0
"Plainville School District",900360120,"2009-2010","Weapons","Incidents","Number",-9999
"Plainville School District",900360120,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Plainville School District",900360120,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainville School District",900360120,"2010-2011","School Policy Violations","Incidents","Number",142
"Plainville School District",900360120,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999
"Plainville School District",900360120,"2010-2011","Personally Threatening Behavior","Incidents","Number",23
"Plainville School District",900360120,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999
"Plainville School District",900360120,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",24
"Plainville School District",900360120,"2010-2011","Fighting and Battery","Incidents","Number",37
"Plainville School District",900360120,"2010-2011","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2010-2011","Weapons","Incidents","Number",-9999
"Plainville School District",900360120,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",8
"Plainville School District",900360120,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainville School District",900360120,"2011-2012","School Policy Violations","Incidents","Number",136
"Plainville School District",900360120,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Plainville School District",900360120,"2011-2012","Personally Threatening Behavior","Incidents","Number",30
"Plainville School District",900360120,"2011-2012","Theft Related Behaviors","Incidents","Number",6
"Plainville School District",900360120,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",9
"Plainville School District",900360120,"2011-2012","Fighting and Battery","Incidents","Number",17
"Plainville School District",900360120,"2011-2012","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2011-2012","Weapons","Incidents","Number",-9999
"Plainville School District",900360120,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Plainville School District",900360120,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainville School District",900360120,"2012-2013","School Policy Violations","Incidents","Number",185
"Plainville School District",900360120,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999
"Plainville School District",900360120,"2012-2013","Personally Threatening Behavior","Incidents","Number",15
"Plainville School District",900360120,"2012-2013","Theft Related Behaviors","Incidents","Number",6
"Plainville School District",900360120,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",11
"Plainville School District",900360120,"2012-2013","Fighting and Battery","Incidents","Number",29
"Plainville School District",900360120,"2012-2013","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2012-2013","Weapons","Incidents","Number",-9999
"Plainville School District",900360120,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Plainville School District",900360120,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainville School District",900360120,"2013-2014","School Policy Violations","Incidents","Number",103
"Plainville School District",900360120,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999
"Plainville School District",900360120,"2013-2014","Personally Threatening Behavior","Incidents","Number",15
"Plainville School District",900360120,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Plainville School District",900360120,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",16
"Plainville School District",900360120,"2013-2014","Fighting and Battery","Incidents","Number",18
"Plainville School District",900360120,"2013-2014","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2013-2014","Weapons","Incidents","Number",-9999
"Plainville School District",900360120,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Plainville School District",900360120,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainville School District",900360120,"2014-2015","School Policy Violations","Incidents","Number",132
"Plainville School District",900360120,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999
"Plainville School District",900360120,"2014-2015","Personally Threatening Behavior","Incidents","Number",11
"Plainville School District",900360120,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Plainville School District",900360120,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",25
"Plainville School District",900360120,"2014-2015","Fighting and Battery","Incidents","Number",16
"Plainville School District",900360120,"2014-2015","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2014-2015","Weapons","Incidents","Number",-9999
