"Town","FIPS","Year","Measure Type","Variable","Value","Region"
"Franklin",901129910,"2007-2011","Number","Deaths",2,"Eastern Region"
"Franklin",901129910,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Franklin",901129910,"2008-2012","Crude Rate (per 100,000)","Deaths",20.81,"Eastern Region"
"Franklin",901129910,"2008-2012","Number","Deaths",2,"Eastern Region"
"Franklin",901129910,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Franklin",901129910,"2010-2014","Crude Rate (per 100,000)","Deaths",20.4,"Eastern Region"
"Franklin",901129910,"2010-2014","Number","Deaths",2,"Eastern Region"
"Glastonbury",900331240,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Glastonbury",900331240,"2006-2010","Crude Rate (per 100,000)","Deaths",8.24,"North Central Region"
"Glastonbury",900331240,"2006-2010","Number","Deaths",14,"North Central Region"
"Glastonbury",900331240,"2007-2011","AAMR (per 100,000)","Deaths",8.61,"North Central Region"
"Glastonbury",900331240,"2007-2011","Crude Rate (per 100,000)","Deaths",8.78,"North Central Region"
"Glastonbury",900331240,"2007-2011","Number","Deaths",15,"North Central Region"
"Glastonbury",900331240,"2008-2012","AAMR (per 100,000)","Deaths",11.43,"North Central Region"
"Glastonbury",900331240,"2008-2012","Crude Rate (per 100,000)","Deaths",11.62,"North Central Region"
"Glastonbury",900331240,"2008-2012","Number","Deaths",20,"North Central Region"
"Glastonbury",900331240,"2010-2014","AAMR (per 100,000)","Deaths",8.52,"North Central Region"
"Glastonbury",900331240,"2010-2014","Crude Rate (per 100,000)","Deaths",9.24,"North Central Region"
"Glastonbury",900331240,"2010-2014","Number","Deaths",16,"North Central Region"
"Goshen",900532290,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Goshen",900532290,"2006-2010","Crude Rate (per 100,000)","Deaths",6.78,"Western Region"
"Goshen",900532290,"2006-2010","Number","Deaths",1,"Western Region"
"Goshen",900532290,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Goshen",900532290,"2007-2011","Crude Rate (per 100,000)","Deaths",13.53,"Western Region"
"Goshen",900532290,"2007-2011","Number","Deaths",2,"Western Region"
"Goshen",900532290,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Goshen",900532290,"2008-2012","Crude Rate (per 100,000)","Deaths",20.18,"Western Region"
"Goshen",900532290,"2008-2012","Number","Deaths",3,"Western Region"
"Goshen",900532290,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Goshen",900532290,"2010-2014","Crude Rate (per 100,000)","Deaths",20.36,"Western Region"
"Goshen",900532290,"2010-2014","Number","Deaths",3,"Western Region"
"Granby",900332640,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Granby",900332640,"2006-2010","Crude Rate (per 100,000)","Deaths",5.39,"North Central Region"
"Granby",900332640,"2006-2010","Number","Deaths",3,"North Central Region"
"Granby",900332640,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Granby",900332640,"2007-2011","Crude Rate (per 100,000)","Deaths",7.15,"North Central Region"
"Granby",900332640,"2007-2011","Number","Deaths",4,"North Central Region"
"Granby",900332640,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Granby",900332640,"2008-2012","Crude Rate (per 100,000)","Deaths",12.41,"North Central Region"
"Granby",900332640,"2008-2012","Number","Deaths",7,"North Central Region"
"Granby",900332640,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Granby",900332640,"2010-2014","Crude Rate (per 100,000)","Deaths",12.39,"North Central Region"
"Granby",900332640,"2010-2014","Number","Deaths",7,"North Central Region"
"Greenwich",900133620,"2006-2010","AAMR (per 100,000)","Deaths",7.3,"Southwest Region"
"Greenwich",900133620,"2006-2010","Crude Rate (per 100,000)","Deaths",7.89,"Southwest Region"
"Greenwich",900133620,"2006-2010","Number","Deaths",24,"Southwest Region"
"Greenwich",900133620,"2007-2011","AAMR (per 100,000)","Deaths",7.01,"Southwest Region"
"Greenwich",900133620,"2007-2011","Crude Rate (per 100,000)","Deaths",7.54,"Southwest Region"
"Greenwich",900133620,"2007-2011","Number","Deaths",23,"Southwest Region"
"Greenwich",900133620,"2008-2012","AAMR (per 100,000)","Deaths",6.88,"Southwest Region"
"Greenwich",900133620,"2008-2012","Crude Rate (per 100,000)","Deaths",7.51,"Southwest Region"
"Greenwich",900133620,"2008-2012","Number","Deaths",23,"Southwest Region"
"Greenwich",900133620,"2010-2014","AAMR (per 100,000)","Deaths",6.44,"Southwest Region"
"Greenwich",900133620,"2010-2014","Crude Rate (per 100,000)","Deaths",7.41,"Southwest Region"
"Greenwich",900133620,"2010-2014","Number","Deaths",23,"Southwest Region"
"Griswold",901133900,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Griswold",901133900,"2006-2010","Crude Rate (per 100,000)","Deaths",5.1,"Eastern Region"
"Griswold",901133900,"2006-2010","Number","Deaths",3,"Eastern Region"
"Griswold",901133900,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Griswold",901133900,"2007-2011","Crude Rate (per 100,000)","Deaths",6.76,"Eastern Region"
"Griswold",901133900,"2007-2011","Number","Deaths",4,"Eastern Region"
"Griswold",901133900,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Griswold",901133900,"2008-2012","Crude Rate (per 100,000)","Deaths",8.37,"Eastern Region"
"Griswold",901133900,"2008-2012","Number","Deaths",5,"Eastern Region"
"Griswold",901133900,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Griswold",901133900,"2010-2014","Crude Rate (per 100,000)","Deaths",8.37,"Eastern Region"
"Griswold",901133900,"2010-2014","Number","Deaths",5,"Eastern Region"
"Groton",901134250,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Groton",901134250,"2006-2010","Crude Rate (per 100,000)","Deaths",6.96,"Eastern Region"
"Groton",901134250,"2006-2010","Number","Deaths",14,"Eastern Region"
"Groton",901134250,"2007-2011","AAMR (per 100,000)","Deaths",8.2,"Eastern Region"
"Groton",901134250,"2007-2011","Crude Rate (per 100,000)","Deaths",8.46,"Eastern Region"
"Groton",901134250,"2007-2011","Number","Deaths",17,"Eastern Region"
"Groton",901134250,"2008-2012","AAMR (per 100,000)","Deaths",8.99,"Eastern Region"
"Groton",901134250,"2008-2012","Crude Rate (per 100,000)","Deaths",8.98,"Eastern Region"
"Groton",901134250,"2008-2012","Number","Deaths",18,"Eastern Region"
"Groton",901134250,"2010-2014","AAMR (per 100,000)","Deaths",11.5,"Eastern Region"
"Groton",901134250,"2010-2014","Crude Rate (per 100,000)","Deaths",11.47,"Eastern Region"
"Groton",901134250,"2010-2014","Number","Deaths",23,"Eastern Region"
"Guilford",900934950,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Guilford",900934950,"2006-2010","Crude Rate (per 100,000)","Deaths",6.3,"Eastern Region"
"Guilford",900934950,"2006-2010","Number","Deaths",7,"Eastern Region"
"Guilford",900934950,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Guilford",900934950,"2007-2011","Crude Rate (per 100,000)","Deaths",10.78,"Eastern Region"
"Guilford",900934950,"2007-2011","Number","Deaths",12,"Eastern Region"
"Guilford",900934950,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Guilford",900934950,"2008-2012","Crude Rate (per 100,000)","Deaths",8.94,"Eastern Region"
"Guilford",900934950,"2008-2012","Number","Deaths",10,"Eastern Region"
"Guilford",900934950,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Guilford",900934950,"2010-2014","Crude Rate (per 100,000)","Deaths",9.83,"Eastern Region"
"Guilford",900934950,"2010-2014","Number","Deaths",11,"Eastern Region"
"Haddam",900735230,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Haddam",900735230,"2006-2010","Crude Rate (per 100,000)","Deaths",2.44,"Eastern Region"
"Haddam",900735230,"2006-2010","Number","Deaths",1,"Eastern Region"
"Haddam",900735230,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Haddam",900735230,"2007-2011","Crude Rate (per 100,000)","Deaths",4.84,"Eastern Region"
"Haddam",900735230,"2007-2011","Number","Deaths",2,"Eastern Region"
"Haddam",900735230,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Haddam",900735230,"2008-2012","Crude Rate (per 100,000)","Deaths",4.79,"Eastern Region"
"Haddam",900735230,"2008-2012","Number","Deaths",2,"Eastern Region"
"Haddam",900735230,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Haddam",900735230,"2010-2014","Crude Rate (per 100,000)","Deaths",2.39,"Eastern Region"
"Haddam",900735230,"2010-2014","Number","Deaths",1,"Eastern Region"
"Hamden",900935650,"2006-2010","AAMR (per 100,000)","Deaths",7.36,"South Central Region"
"Hamden",900935650,"2006-2010","Crude Rate (per 100,000)","Deaths",7.3,"South Central Region"
"Hamden",900935650,"2006-2010","Number","Deaths",22,"South Central Region"
"Hamden",900935650,"2007-2011","AAMR (per 100,000)","Deaths",7.42,"South Central Region"
"Hamden",900935650,"2007-2011","Crude Rate (per 100,000)","Deaths",7.27,"South Central Region"
"Hamden",900935650,"2007-2011","Number","Deaths",22,"South Central Region"
"Hamden",900935650,"2008-2012","AAMR (per 100,000)","Deaths",5.86,"South Central Region"
"Hamden",900935650,"2008-2012","Crude Rate (per 100,000)","Deaths",5.91,"South Central Region"
"Hamden",900935650,"2008-2012","Number","Deaths",18,"South Central Region"
"Hamden",900935650,"2010-2014","AAMR (per 100,000)","Deaths",7.05,"South Central Region"
"Hamden",900935650,"2010-2014","Crude Rate (per 100,000)","Deaths",7.2,"South Central Region"
"Hamden",900935650,"2010-2014","Number","Deaths",22,"South Central Region"
"Hampton",901536000,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Hampton",901536000,"2006-2010","Crude Rate (per 100,000)","Deaths",42.92,"Eastern Region"
"Hampton",901536000,"2006-2010","Number","Deaths",4,"Eastern Region"
"Hampton",901536000,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Hampton",901536000,"2007-2011","Crude Rate (per 100,000)","Deaths",43.31,"Eastern Region"
"Hampton",901536000,"2007-2011","Number","Deaths",4,"Eastern Region"
"Hampton",901536000,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Hampton",901536000,"2008-2012","Crude Rate (per 100,000)","Deaths",32.19,"Eastern Region"
"Hampton",901536000,"2008-2012","Number","Deaths",3,"Eastern Region"
"Hampton",901536000,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Hampton",901536000,"2010-2014","Crude Rate (per 100,000)","Deaths",21.47,"Eastern Region"
"Hampton",901536000,"2010-2014","Number","Deaths",2,"Eastern Region"
"Hartford",900337070,"2006-2010","AAMR (per 100,000)","Deaths",7.65,"North Central Region"
"Hartford",900337070,"2006-2010","Crude Rate (per 100,000)","Deaths",7.05,"North Central Region"
"Hartford",900337070,"2006-2010","Number","Deaths",44,"North Central Region"
"Hartford",900337070,"2007-2011","AAMR (per 100,000)","Deaths",7.57,"North Central Region"
"Hartford",900337070,"2007-2011","Crude Rate (per 100,000)","Deaths",7.21,"North Central Region"
"Hartford",900337070,"2007-2011","Number","Deaths",45,"North Central Region"
"Hartford",900337070,"2008-2012","AAMR (per 100,000)","Deaths",7.5,"North Central Region"
"Hartford",900337070,"2008-2012","Crude Rate (per 100,000)","Deaths",7.37,"North Central Region"
"Hartford",900337070,"2008-2012","Number","Deaths",46,"North Central Region"
"Hartford",900337070,"2010-2014","AAMR (per 100,000)","Deaths",6.26,"North Central Region"
"Hartford",900337070,"2010-2014","Crude Rate (per 100,000)","Deaths",6.09,"North Central Region"
"Hartford",900337070,"2010-2014","Number","Deaths",38,"North Central Region"
"Hartland",900337140,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2006-2010","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2006-2010","Number","Deaths",-6666,"Western Region"
"Hartland",900337140,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2007-2011","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2007-2011","Number","Deaths",-6666,"Western Region"
"Hartland",900337140,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2008-2012","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2008-2012","Number","Deaths",-6666,"Western Region"
"Hartland",900337140,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Hartland",900337140,"2010-2014","Number","Deaths",-6666,"Western Region"
"Harwinton",900537280,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Harwinton",900537280,"2006-2010","Crude Rate (per 100,000)","Deaths",7.12,"Western Region"
"Harwinton",900537280,"2006-2010","Number","Deaths",2,"Western Region"
"Harwinton",900537280,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Harwinton",900537280,"2007-2011","Crude Rate (per 100,000)","Deaths",7.12,"Western Region"
"Harwinton",900537280,"2007-2011","Number","Deaths",2,"Western Region"
"Harwinton",900537280,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Harwinton",900537280,"2008-2012","Crude Rate (per 100,000)","Deaths",7.09,"Western Region"
"Harwinton",900537280,"2008-2012","Number","Deaths",2,"Western Region"
"Harwinton",900537280,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Harwinton",900537280,"2010-2014","Crude Rate (per 100,000)","Deaths",10.73,"Western Region"
"Harwinton",900537280,"2010-2014","Number","Deaths",3,"Western Region"
"Hebron",901337910,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Hebron",901337910,"2006-2010","Crude Rate (per 100,000)","Deaths",6.27,"North Central Region"
"Hebron",901337910,"2006-2010","Number","Deaths",3,"North Central Region"
"Hebron",901337910,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Hebron",901337910,"2007-2011","Crude Rate (per 100,000)","Deaths",8.32,"North Central Region"
"Hebron",901337910,"2007-2011","Number","Deaths",4,"North Central Region"
"Hebron",901337910,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Hebron",901337910,"2008-2012","Crude Rate (per 100,000)","Deaths",10.32,"North Central Region"
"Hebron",901337910,"2008-2012","Number","Deaths",5,"North Central Region"
"Hebron",901337910,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Hebron",901337910,"2010-2014","Crude Rate (per 100,000)","Deaths",12.47,"North Central Region"
"Hebron",901337910,"2010-2014","Number","Deaths",6,"North Central Region"
"Kent",900540290,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2006-2010","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2006-2010","Number","Deaths",-6666,"Western Region"
"Kent",900540290,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2007-2011","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2007-2011","Number","Deaths",-6666,"Western Region"
"Kent",900540290,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2008-2012","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2008-2012","Number","Deaths",-6666,"Western Region"
"Kent",900540290,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Kent",900540290,"2010-2014","Crude Rate (per 100,000)","Deaths",6.79,"Western Region"
"Kent",900540290,"2010-2014","Number","Deaths",1,"Western Region"
"Killingly",901540500,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingly",901540500,"2006-2010","Crude Rate (per 100,000)","Deaths",11.53,"Eastern Region"
"Killingly",901540500,"2006-2010","Number","Deaths",10,"Eastern Region"
"Killingly",901540500,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingly",901540500,"2007-2011","Crude Rate (per 100,000)","Deaths",13.83,"Eastern Region"
"Killingly",901540500,"2007-2011","Number","Deaths",12,"Eastern Region"
"Killingly",901540500,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingly",901540500,"2008-2012","Crude Rate (per 100,000)","Deaths",16.12,"Eastern Region"
"Killingly",901540500,"2008-2012","Number","Deaths",14,"Eastern Region"
"Killingly",901540500,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingly",901540500,"2010-2014","Crude Rate (per 100,000)","Deaths",13.89,"Eastern Region"
"Killingly",901540500,"2010-2014","Number","Deaths",12,"Eastern Region"
"Killingworth",900740710,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingworth",900740710,"2006-2010","Crude Rate (per 100,000)","Deaths",15.42,"Eastern Region"
"Killingworth",900740710,"2006-2010","Number","Deaths",5,"Eastern Region"
"Killingworth",900740710,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingworth",900740710,"2007-2011","Crude Rate (per 100,000)","Deaths",18.46,"Eastern Region"
"Killingworth",900740710,"2007-2011","Number","Deaths",6,"Eastern Region"
"Killingworth",900740710,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingworth",900740710,"2008-2012","Crude Rate (per 100,000)","Deaths",21.46,"Eastern Region"
"Killingworth",900740710,"2008-2012","Number","Deaths",7,"Eastern Region"
"Killingworth",900740710,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Killingworth",900740710,"2010-2014","Crude Rate (per 100,000)","Deaths",15.36,"Eastern Region"
"Killingworth",900740710,"2010-2014","Number","Deaths",5,"Eastern Region"
"Lebanon",901142390,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lebanon",901142390,"2006-2010","Crude Rate (per 100,000)","Deaths",5.51,"Eastern Region"
"Lebanon",901142390,"2006-2010","Number","Deaths",2,"Eastern Region"
"Lebanon",901142390,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lebanon",901142390,"2007-2011","Crude Rate (per 100,000)","Deaths",2.75,"Eastern Region"
"Lebanon",901142390,"2007-2011","Number","Deaths",1,"Eastern Region"
"Lebanon",901142390,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lebanon",901142390,"2008-2012","Crude Rate (per 100,000)","Deaths",5.47,"Eastern Region"
"Lebanon",901142390,"2008-2012","Number","Deaths",2,"Eastern Region"
"Lebanon",901142390,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lebanon",901142390,"2010-2014","Crude Rate (per 100,000)","Deaths",10.95,"Eastern Region"
"Lebanon",901142390,"2010-2014","Number","Deaths",4,"Eastern Region"
"Ledyard",901142600,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Ledyard",901142600,"2006-2010","Crude Rate (per 100,000)","Deaths",6.66,"Eastern Region"
"Ledyard",901142600,"2006-2010","Number","Deaths",5,"Eastern Region"
"Ledyard",901142600,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Ledyard",901142600,"2007-2011","Crude Rate (per 100,000)","Deaths",9.32,"Eastern Region"
"Ledyard",901142600,"2007-2011","Number","Deaths",7,"Eastern Region"
"Ledyard",901142600,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Ledyard",901142600,"2008-2012","Crude Rate (per 100,000)","Deaths",9.3,"Eastern Region"
"Ledyard",901142600,"2008-2012","Number","Deaths",7,"Eastern Region"
"Ledyard",901142600,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Ledyard",901142600,"2010-2014","Crude Rate (per 100,000)","Deaths",7.96,"Eastern Region"
"Ledyard",901142600,"2010-2014","Number","Deaths",6,"Eastern Region"
"Lisbon",901143230,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lisbon",901143230,"2006-2010","Crude Rate (per 100,000)","Deaths",4.64,"Eastern Region"
"Lisbon",901143230,"2006-2010","Number","Deaths",1,"Eastern Region"
"Lisbon",901143230,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lisbon",901143230,"2007-2011","Crude Rate (per 100,000)","Deaths",4.63,"Eastern Region"
"Lisbon",901143230,"2007-2011","Number","Deaths",1,"Eastern Region"
"Lisbon",901143230,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lisbon",901143230,"2008-2012","Crude Rate (per 100,000)","Deaths",4.61,"Eastern Region"
"Lisbon",901143230,"2008-2012","Number","Deaths",1,"Eastern Region"
"Lisbon",901143230,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lisbon",901143230,"2010-2014","Crude Rate (per 100,000)","Deaths",9.21,"Eastern Region"
"Lisbon",901143230,"2010-2014","Number","Deaths",2,"Eastern Region"
"Litchfield",900543370,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Litchfield",900543370,"2006-2010","Crude Rate (per 100,000)","Deaths",18.8,"Western Region"
"Litchfield",900543370,"2006-2010","Number","Deaths",8,"Western Region"
"Litchfield",900543370,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Litchfield",900543370,"2007-2011","Crude Rate (per 100,000)","Deaths",16.5,"Western Region"
"Litchfield",900543370,"2007-2011","Number","Deaths",7,"Western Region"
"Litchfield",900543370,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Litchfield",900543370,"2008-2012","Crude Rate (per 100,000)","Deaths",14.19,"Western Region"
"Litchfield",900543370,"2008-2012","Number","Deaths",6,"Western Region"
"Litchfield",900543370,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Litchfield",900543370,"2010-2014","Crude Rate (per 100,000)","Deaths",11.96,"Western Region"
"Litchfield",900543370,"2010-2014","Number","Deaths",5,"Western Region"
"Lyme",901144210,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lyme",901144210,"2006-2010","Crude Rate (per 100,000)","Deaths",17.22,"Eastern Region"
"Lyme",901144210,"2006-2010","Number","Deaths",2,"Eastern Region"
"Lyme",901144210,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lyme",901144210,"2007-2011","Crude Rate (per 100,000)","Deaths",17.19,"Eastern Region"
"Lyme",901144210,"2007-2011","Number","Deaths",2,"Eastern Region"
"Lyme",901144210,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lyme",901144210,"2008-2012","Crude Rate (per 100,000)","Deaths",24.95,"Eastern Region"
"Lyme",901144210,"2008-2012","Number","Deaths",3,"Eastern Region"
"Lyme",901144210,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Lyme",901144210,"2010-2014","Crude Rate (per 100,000)","Deaths",16.68,"Eastern Region"
"Lyme",901144210,"2010-2014","Number","Deaths",2,"Eastern Region"
"Madison",900944560,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Madison",900944560,"2006-2010","Crude Rate (per 100,000)","Deaths",7.68,"Eastern Region"
"Madison",900944560,"2006-2010","Number","Deaths",7,"Eastern Region"
"Madison",900944560,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Madison",900944560,"2007-2011","Crude Rate (per 100,000)","Deaths",7.67,"Eastern Region"
"Madison",900944560,"2007-2011","Number","Deaths",7,"Eastern Region"
"Madison",900944560,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Madison",900944560,"2008-2012","Crude Rate (per 100,000)","Deaths",9.85,"Eastern Region"
"Madison",900944560,"2008-2012","Number","Deaths",9,"Eastern Region"
"Madison",900944560,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Madison",900944560,"2010-2014","Crude Rate (per 100,000)","Deaths",10.95,"Eastern Region"
"Madison",900944560,"2010-2014","Number","Deaths",10,"Eastern Region"
"Manchester",900344700,"2006-2010","AAMR (per 100,000)","Deaths",10.92,"North Central Region"
"Manchester",900344700,"2006-2010","Crude Rate (per 100,000)","Deaths",11.1,"North Central Region"
"Manchester",900344700,"2006-2010","Number","Deaths",32,"North Central Region"
"Manchester",900344700,"2007-2011","AAMR (per 100,000)","Deaths",9.64,"North Central Region"
"Manchester",900344700,"2007-2011","Crude Rate (per 100,000)","Deaths",9.67,"North Central Region"
"Manchester",900344700,"2007-2011","Number","Deaths",28,"North Central Region"
"Manchester",900344700,"2008-2012","AAMR (per 100,000)","Deaths",10.47,"North Central Region"
"Manchester",900344700,"2008-2012","Crude Rate (per 100,000)","Deaths",10.3,"North Central Region"
"Manchester",900344700,"2008-2012","Number","Deaths",30,"North Central Region"
"Manchester",900344700,"2010-2014","AAMR (per 100,000)","Deaths",10.24,"North Central Region"
"Manchester",900344700,"2010-2014","Crude Rate (per 100,000)","Deaths",10.99,"North Central Region"
"Manchester",900344700,"2010-2014","Number","Deaths",32,"North Central Region"
"Mansfield",901344910,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Mansfield",901344910,"2006-2010","Crude Rate (per 100,000)","Deaths",6.96,"Eastern Region"
"Mansfield",901344910,"2006-2010","Number","Deaths",9,"Eastern Region"
"Mansfield",901344910,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Mansfield",901344910,"2007-2011","Crude Rate (per 100,000)","Deaths",6.12,"Eastern Region"
"Mansfield",901344910,"2007-2011","Number","Deaths",8,"Eastern Region"
"Mansfield",901344910,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Mansfield",901344910,"2008-2012","Crude Rate (per 100,000)","Deaths",7.53,"Eastern Region"
"Mansfield",901344910,"2008-2012","Number","Deaths",10,"Eastern Region"
"Mansfield",901344910,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Mansfield",901344910,"2010-2014","Crude Rate (per 100,000)","Deaths",3.83,"Eastern Region"
"Mansfield",901344910,"2010-2014","Number","Deaths",5,"Eastern Region"
"Marlborough",900345820,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Marlborough",900345820,"2006-2010","Crude Rate (per 100,000)","Deaths",12.72,"North Central Region"
"Marlborough",900345820,"2006-2010","Number","Deaths",4,"North Central Region"
"Marlborough",900345820,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Marlborough",900345820,"2007-2011","Crude Rate (per 100,000)","Deaths",12.63,"North Central Region"
"Marlborough",900345820,"2007-2011","Number","Deaths",4,"North Central Region"
"Marlborough",900345820,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Marlborough",900345820,"2008-2012","Crude Rate (per 100,000)","Deaths",12.49,"North Central Region"
"Marlborough",900345820,"2008-2012","Number","Deaths",4,"North Central Region"
"Marlborough",900345820,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Marlborough",900345820,"2010-2014","Crude Rate (per 100,000)","Deaths",9.34,"North Central Region"
"Marlborough",900345820,"2010-2014","Number","Deaths",3,"North Central Region"
"Meriden",900946520,"2006-2010","AAMR (per 100,000)","Deaths",11.96,"Central Region"
