"Town","Region","FiscalYear","Substance","Adm_Count_by_Drug_Yr_Town","Adm_Count_Yr_Town","Adm_Count_by_Drug_Yr_Region","Adm_Count_Yr_Region","Adm_Count_by_Drug_Yr_State","Adm_Count_Yr_State","Pct Adm Drug Town","Pct Adm Drug Region","Pct Adm Drug State"
"Middlefield","Eastern Region",2016,"Alcohol",33,60,5318,12737,23336,67054,55,41.8,34.8
"Middlefield","Eastern Region",2014,"Benzodiazepines",1,25,109,13735,841,65045,4,0.8,1.3
"Middlefield","Eastern Region",2016,"Crack",2,60,310,12737,2039,67054,3.3,2.4,3
"Middlefield","Eastern Region",2015,"Alcohol",38,70,5886,13332,24428,67992,54.3,44.1,35.9
"Middlefield","Eastern Region",2015,"Heroin",24,70,4615,13332,24247,67992,34.3,34.6,35.7
"Middlefield","Eastern Region",2016,"Cocaine",1,60,390,12737,2479,67054,1.7,3.1,3.7
"Middlefield","Eastern Region",2015,"Marijuana, Hashish, THC",3,70,1038,13332,8754,67992,4.3,7.8,12.9
"Middlefield","Eastern Region",2014,"Other Opiates and Synthetics",2,25,795,13735,3231,65045,8,5.8,5
"Middlefield","Eastern Region",2014,"Marijuana, Hashish, THC",2,25,1153,13735,8281,65045,8,8.4,12.7
"Middlefield","Eastern Region",2014,"Alcohol",13,25,6324,13735,24611,65045,52,46,37.8
"Middlefield","Eastern Region",2014,"Heroin",5,25,4277,13735,21053,65045,20,31.1,32.4
"Middlefield","Eastern Region",2015,"Benzodiazepines",2,70,107,13332,817,67992,2.9,0.8,1.2
"Middlefield","Eastern Region",2015,"Crack",2,70,362,13332,2169,67992,2.9,2.7,3.2
"Middlefield","Eastern Region",2015,"Other",1,70,161,13332,856,67992,1.4,1.2,1.3
"Middlefield","Eastern Region",2016,"Other Opiates and Synthetics",1,60,542,12737,2792,67054,1.7,4.3,4.2
"Middletown","Eastern Region",2016,"Other",26,1607,133,12737,719,67054,1.6,1,1.1
"Middletown","Eastern Region",2016,"PCP",12,1607,44,12737,1056,67054,0.7,0.3,1.6
"Middletown","Eastern Region",2016,"Alcohol",768,1607,5318,12737,23336,67054,47.8,41.8,34.8
"Middletown","Eastern Region",2016,"Marijuana, Hashish, THC",127,1607,999,12737,8159,67054,7.9,7.8,12.2
"Middletown","Eastern Region",2016,"Crack",52,1607,310,12737,2039,67054,3.2,2.4,3
"Middletown","Eastern Region",2016,"Heroin",475,1607,4897,12737,25634,67054,29.6,38.4,38.2
"Middletown","Eastern Region",2016,"Other Opiates and Synthetics",48,1607,542,12737,2792,67054,3,4.3,4.2
"Middletown","Eastern Region",2016,"Cocaine",72,1607,390,12737,2479,67054,4.5,3.1,3.7
"Middletown","Eastern Region",2016,"Benzodiazepines",27,1607,104,12737,840,67054,1.7,0.8,1.3
"Middletown","Eastern Region",2014,"Heroin",363,1556,4277,13735,21053,65045,23.3,31.1,32.4
"Middletown","Eastern Region",2014,"Other",21,1556,156,13735,797,65045,1.3,1.1,1.2
"Middletown","Eastern Region",2014,"Cocaine",80,1556,459,13735,2712,65045,5.1,3.3,4.2
"Middletown","Eastern Region",2014,"Crack",42,1556,404,13735,2496,65045,2.7,2.9,3.8
"Middletown","Eastern Region",2014,"Marijuana, Hashish, THC",144,1556,1153,13735,8281,65045,9.3,8.4,12.7
"Middletown","Eastern Region",2015,"Other",22,1555,161,13332,856,67992,1.4,1.2,1.3
"Middletown","Eastern Region",2014,"Other Opiates and Synthetics",51,1556,795,13735,3231,65045,3.3,5.8,5
"Middletown","Eastern Region",2015,"Heroin",408,1555,4615,13332,24247,67992,26.2,34.6,35.7
"Middletown","Eastern Region",2014,"Alcohol",838,1556,6324,13735,24611,65045,53.9,46,37.8
"Middletown","Eastern Region",2015,"Marijuana, Hashish, THC",113,1555,1038,13332,8754,67992,7.3,7.8,12.9
"Middletown","Eastern Region",2014,"Benzodiazepines",12,1556,109,13735,841,65045,0.8,0.8,1.3
"Middletown","Eastern Region",2015,"Other Opiates and Synthetics",49,1555,707,13332,3209,67992,3.2,5.3,4.7
"Middletown","Eastern Region",2015,"PCP",15,1555,43,13332,1062,67992,1,0.3,1.6
"Middletown","Eastern Region",2015,"Alcohol",834,1555,5886,13332,24428,67992,53.6,44.1,35.9
"Middletown","Eastern Region",2014,"PCP",5,1556,58,13735,1023,65045,0.3,0.4,1.6
"Middletown","Eastern Region",2015,"Cocaine",64,1555,413,13332,2450,67992,4.1,3.1,3.6
"Middletown","Eastern Region",2015,"Crack",39,1555,362,13332,2169,67992,2.5,2.7,3.2
"Middletown","Eastern Region",2015,"Benzodiazepines",11,1555,107,13332,817,67992,0.7,0.8,1.2
"Milford","South Central Region",2014,"Benzodiazepines",28,558,281,10142,841,65045,5,2.8,1.3
"Milford","South Central Region",2014,"Marijuana, Hashish, THC",27,558,1356,10142,8281,65045,4.8,13.4,12.7
"Milford","South Central Region",2014,"Heroin",194,558,2974,10142,21053,65045,34.8,29.3,32.4
"Milford","South Central Region",2014,"Other Opiates and Synthetics",79,558,717,10142,3231,65045,14.2,7.1,5
"Milford","South Central Region",2015,"Benzodiazepines",28,577,278,11215,817,67992,4.9,2.5,1.2
"Milford","South Central Region",2014,"Other",18,558,168,10142,797,65045,3.2,1.7,1.2
"Milford","South Central Region",2014,"Cocaine",9,558,411,10142,2712,65045,1.6,4.1,4.2
"Milford","South Central Region",2014,"Crack",10,558,514,10142,2496,65045,1.8,5.1,3.8
"Milford","South Central Region",2015,"Cocaine",12,577,420,11215,2450,67992,2.1,3.7,3.6
"Milford","South Central Region",2015,"Marijuana, Hashish, THC",26,577,1381,11215,8754,67992,4.5,12.3,12.9
"Milford","South Central Region",2014,"Alcohol",192,558,3477,10142,24611,65045,34.4,34.3,37.8
"Milford","South Central Region",2015,"Alcohol",205,577,3933,11215,24428,67992,35.5,35.1,35.9
"Milford","South Central Region",2014,"PCP",1,558,244,10142,1023,65045,0.2,2.4,1.6
"Milford","South Central Region",2015,"Crack",14,577,424,11215,2169,67992,2.4,3.8,3.2
"Milford","South Central Region",2015,"Heroin",219,577,3629,11215,24247,67992,38,32.4,35.7
"Milford","South Central Region",2015,"Other",16,577,209,11215,856,67992,2.8,1.9,1.3
"Milford","South Central Region",2015,"Other Opiates and Synthetics",57,577,699,11215,3209,67992,9.9,6.2,4.7
"Milford","South Central Region",2016,"Marijuana, Hashish, THC",26,622,1502,11087,8159,67054,4.2,13.5,12.2
"Milford","South Central Region",2016,"Crack",14,622,388,11087,2039,67054,2.3,3.5,3
"Milford","South Central Region",2016,"Heroin",261,622,3851,11087,25634,67054,42,34.7,38.2
"Milford","South Central Region",2016,"Other Opiates and Synthetics",52,622,638,11087,2792,67054,8.4,5.8,4.2
"Milford","South Central Region",2016,"Alcohol",209,622,3516,11087,23336,67054,33.6,31.7,34.8
"Milford","South Central Region",2016,"Benzodiazepines",22,622,257,11087,840,67054,3.5,2.3,1.3
"Milford","South Central Region",2016,"Other",17,622,175,11087,719,67054,2.7,1.6,1.1
"Milford","South Central Region",2016,"PCP",4,622,275,11087,1056,67054,0.6,2.5,1.6
"Milford","South Central Region",2016,"Cocaine",17,622,485,11087,2479,67054,2.7,4.4,3.7
"Monroe","Southwest Region",2014,"Crack",8,111,479,8891,2496,65045,7.2,5.4,3.8
"Monroe","Southwest Region",2016,"Cocaine",8,125,375,8741,2479,67054,6.4,4.3,3.7
"Monroe","Southwest Region",2016,"Marijuana, Hashish, THC",5,125,1359,8741,8159,67054,4,15.5,12.2
"Monroe","Southwest Region",2014,"Cocaine",4,111,436,8891,2712,65045,3.6,4.9,4.2
"Monroe","Southwest Region",2016,"Heroin",62,125,3226,8741,25634,67054,49.6,36.9,38.2
"Monroe","Southwest Region",2014,"Alcohol",38,111,2591,8891,24611,65045,34.2,29.1,37.8
"Monroe","Southwest Region",2016,"Alcohol",33,125,2491,8741,23336,67054,26.4,28.5,34.8
"Monroe","Southwest Region",2015,"Marijuana, Hashish, THC",13,133,1930,9558,8754,67992,9.8,20.2,12.9
"Monroe","Southwest Region",2016,"Other Opiates and Synthetics",8,125,416,8741,2792,67054,6.4,4.8,4.2
"Monroe","Southwest Region",2014,"Heroin",41,111,2671,8891,21053,65045,36.9,30,32.4
"Monroe","Southwest Region",2014,"Marijuana, Hashish, THC",4,111,1704,8891,8281,65045,3.6,19.2,12.7
"Monroe","Southwest Region",2016,"Benzodiazepines",1,125,177,8741,840,67054,0.8,2,1.3
"Monroe","Southwest Region",2016,"Crack",5,125,360,8741,2039,67054,4,4.1,3
"Monroe","Southwest Region",2015,"Crack",2,133,381,9558,2169,67992,1.5,4,3.2
"Monroe","Southwest Region",2016,"Other",2,125,110,8741,719,67054,1.6,1.3,1.1
"Monroe","Southwest Region",2015,"Alcohol",25,133,2833,9558,24428,67992,18.8,29.6,35.9
"Monroe","Southwest Region",2014,"Other Opiates and Synthetics",14,111,437,8891,3231,65045,12.6,4.9,5
"Monroe","Southwest Region",2016,"PCP",1,125,227,8741,1056,67054,0.8,2.6,1.6
"Monroe","Southwest Region",2015,"Heroin",68,133,3018,9558,24247,67992,51.1,31.6,35.7
"Monroe","Southwest Region",2015,"Other Opiates and Synthetics",17,133,432,9558,3209,67992,12.8,4.5,4.7
"Monroe","Southwest Region",2014,"Benzodiazepines",1,111,174,8891,841,65045,0.9,2,1.3
"Monroe","Southwest Region",2015,"Cocaine",5,133,438,9558,2450,67992,3.8,4.6,3.6
"Monroe","Southwest Region",2015,"Benzodiazepines",2,133,143,9558,817,67992,1.5,1.5,1.2
"Monroe","Southwest Region",2014,"Other",1,111,99,8891,797,65045,0.9,1.1,1.2
"Monroe","Southwest Region",2015,"Other",1,133,98,9558,856,67992,0.8,1,1.3
"Montville","Eastern Region",2015,"Marijuana, Hashish, THC",21,303,1038,13332,8754,67992,6.9,7.8,12.9
"Montville","Eastern Region",2015,"Other Opiates and Synthetics",22,303,707,13332,3209,67992,7.3,5.3,4.7
"Montville","Eastern Region",2015,"Heroin",126,303,4615,13332,24247,67992,41.6,34.6,35.7
"Montville","Eastern Region",2015,"Alcohol",105,303,5886,13332,24428,67992,34.7,44.1,35.9
"Montville","Eastern Region",2015,"Cocaine",14,303,413,13332,2450,67992,4.6,3.1,3.6
"Montville","Eastern Region",2014,"Cocaine",10,377,459,13735,2712,65045,2.7,3.3,4.2
"Montville","Eastern Region",2014,"Other Opiates and Synthetics",37,377,795,13735,3231,65045,9.8,5.8,5
"Montville","Eastern Region",2014,"Alcohol",139,377,6324,13735,24611,65045,36.9,46,37.8
"Montville","Eastern Region",2014,"Crack",7,377,404,13735,2496,65045,1.9,2.9,3.8
"Montville","Eastern Region",2015,"Crack",5,303,362,13332,2169,67992,1.7,2.7,3.2
"Montville","Eastern Region",2015,"Other",4,303,161,13332,856,67992,1.3,1.2,1.3
"Montville","Eastern Region",2014,"Heroin",143,377,4277,13735,21053,65045,37.9,31.1,32.4
"Montville","Eastern Region",2015,"Benzodiazepines",4,303,107,13332,817,67992,1.3,0.8,1.2
"Montville","Eastern Region",2014,"Other",3,377,156,13735,797,65045,0.8,1.1,1.2
"Montville","Eastern Region",2016,"Alcohol",87,337,5318,12737,23336,67054,25.8,41.8,34.8
"Montville","Eastern Region",2016,"Other Opiates and Synthetics",20,337,542,12737,2792,67054,5.9,4.3,4.2
"Montville","Eastern Region",2014,"Marijuana, Hashish, THC",33,377,1153,13735,8281,65045,8.8,8.4,12.7
"Montville","Eastern Region",2016,"Heroin",179,337,4897,12737,25634,67054,53.1,38.4,38.2
"Montville","Eastern Region",2016,"Marijuana, Hashish, THC",28,337,999,12737,8159,67054,8.3,7.8,12.2
"Montville","Eastern Region",2016,"Other",7,337,133,12737,719,67054,2.1,1,1.1
"Montville","Eastern Region",2016,"Cocaine",1,337,390,12737,2479,67054,0.3,3.1,3.7
"Montville","Eastern Region",2016,"Benzodiazepines",10,337,104,12737,840,67054,3,0.8,1.3
"Montville","Eastern Region",2014,"Benzodiazepines",4,377,109,13735,841,65045,1.1,0.8,1.3
"Montville","Eastern Region",2014,"PCP",1,377,58,13735,1023,65045,0.3,0.4,1.6
"Montville","Eastern Region",2016,"Crack",5,337,310,12737,2039,67054,1.5,2.4,3
"Montville","Eastern Region",2015,"PCP",2,303,43,13332,1062,67992,0.7,0.3,1.6
"Naugatuck","Western Region",2016,"Crack",15,713,408,13371,2039,67054,2.1,3.1,3
"Naugatuck","Western Region",2016,"Cocaine",22,713,479,13371,2479,67054,3.1,3.6,3.7
"Naugatuck","Western Region",2016,"Other Opiates and Synthetics",46,713,603,13371,2792,67054,6.5,4.5,4.2
"Naugatuck","Western Region",2016,"Heroin",295,713,5285,13371,25634,67054,41.4,39.5,38.2
"Naugatuck","Western Region",2016,"Alcohol",225,713,4390,13371,23336,67054,31.6,32.8,34.8
"Naugatuck","Western Region",2014,"Other",13,635,191,11656,797,65045,2,1.6,1.2
"Naugatuck","Western Region",2014,"Other Opiates and Synthetics",53,635,620,11656,3231,65045,8.3,5.3,5
"Naugatuck","Western Region",2016,"Marijuana, Hashish, THC",89,713,1778,13371,8159,67054,12.5,13.3,12.2
"Naugatuck","Western Region",2016,"Benzodiazepines",11,713,161,13371,840,67054,1.5,1.2,1.3
"Naugatuck","Western Region",2014,"Marijuana, Hashish, THC",61,635,1521,11656,8281,65045,9.6,13,12.7
"Naugatuck","Western Region",2015,"PCP",6,761,119,12679,1062,67992,0.8,0.9,1.6
"Naugatuck","Western Region",2016,"Other",7,713,115,13371,719,67054,1,0.9,1.1
"Naugatuck","Western Region",2014,"Alcohol",225,635,4225,11656,24611,65045,35.4,36.2,37.8
"Naugatuck","Western Region",2015,"Marijuana, Hashish, THC",91,761,1743,12679,8754,67992,12,13.7,12.9
"Naugatuck","Western Region",2015,"Other",12,761,156,12679,856,67992,1.6,1.2,1.3
"Naugatuck","Western Region",2015,"Other Opiates and Synthetics",71,761,684,12679,3209,67992,9.3,5.4,4.7
"Naugatuck","Western Region",2014,"PCP",8,635,126,11656,1023,65045,1.3,1.1,1.6
"Naugatuck","Western Region",2016,"PCP",3,713,152,13371,1056,67054,0.4,1.1,1.6
"Naugatuck","Western Region",2014,"Heroin",235,635,3897,11656,21053,65045,37,33.4,32.4
"Naugatuck","Western Region",2014,"Cocaine",11,635,534,11656,2712,65045,1.7,4.6,4.2
"Naugatuck","Western Region",2014,"Crack",19,635,412,11656,2496,65045,3,3.5,3.8
"Naugatuck","Western Region",2015,"Alcohol",232,761,4216,12679,24428,67992,30.5,33.3,35.9
"Naugatuck","Western Region",2015,"Cocaine",19,761,435,12679,2450,67992,2.5,3.4,3.6
"Naugatuck","Western Region",2015,"Crack",18,761,415,12679,2169,67992,2.4,3.3,3.2
"Naugatuck","Western Region",2015,"Heroin",306,761,4773,12679,24247,67992,40.2,37.6,35.7
"Naugatuck","Western Region",2014,"Benzodiazepines",10,635,130,11656,841,65045,1.6,1.1,1.3
"Naugatuck","Western Region",2015,"Benzodiazepines",6,761,138,12679,817,67992,0.8,1.1,1.2
"New Britain","Central Region",2014,"Other",19,2359,83,8170,797,65045,0.8,1,1.2
"New Britain","Central Region",2015,"Crack",59,2584,194,8799,2169,67992,2.3,2.2,3.2
"New Britain","Central Region",2015,"Heroin",963,2584,3468,8799,24247,67992,37.3,39.4,35.7
"New Britain","Central Region",2015,"Benzodiazepines",14,2584,91,8799,817,67992,0.5,1,1.2
"New Britain","Central Region",2014,"PCP",22,2359,51,8170,1023,65045,0.9,0.6,1.6
"New Britain","Central Region",2015,"Marijuana, Hashish, THC",426,2584,921,8799,8754,67992,16.5,10.5,12.9
"New Britain","Central Region",2015,"Other Opiates and Synthetics",61,2584,426,8799,3209,67992,2.4,4.8,4.7
"New Britain","Central Region",2014,"Cocaine",117,2359,360,8170,2712,65045,5,4.4,4.2
"New Britain","Central Region",2015,"Cocaine",108,2584,311,8799,2450,67992,4.2,3.5,3.6
"New Britain","Central Region",2016,"Cocaine",136,2909,364,9163,2479,67054,4.7,4,3.7
"New Britain","Central Region",2014,"Alcohol",917,2359,3296,8170,24611,65045,38.9,40.3,37.8
"New Britain","Central Region",2016,"PCP",46,2909,81,9163,1056,67054,1.6,0.9,1.6
"New Britain","Central Region",2015,"Alcohol",895,2584,3210,8799,24428,67992,34.6,36.5,35.9
"New Britain","Central Region",2014,"Marijuana, Hashish, THC",377,2359,920,8170,8281,65045,16,11.3,12.7
"New Britain","Central Region",2014,"Other Opiates and Synthetics",58,2359,375,8170,3231,65045,2.5,4.6,5
"New Britain","Central Region",2014,"Crack",74,2359,186,8170,2496,65045,3.1,2.3,3.8
"New Britain","Central Region",2015,"PCP",44,2584,72,8799,1062,67992,1.7,0.8,1.6
"New Britain","Central Region",2016,"Alcohol",948,2909,3310,9163,23336,67054,32.6,36.1,34.8
"New Britain","Central Region",2016,"Benzodiazepines",14,2909,87,9163,840,67054,0.5,0.9,1.3
"New Britain","Central Region",2016,"Heroin",1120,2909,3717,9163,25634,67054,38.5,40.6,38.2
"New Britain","Central Region",2016,"Other",16,2909,67,9163,719,67054,0.6,0.7,1.1
"New Britain","Central Region",2014,"Heroin",764,2359,2843,8170,21053,65045,32.4,34.8,32.4
"New Britain","Central Region",2016,"Crack",55,2909,186,9163,2039,67054,1.9,2,3
"New Britain","Central Region",2016,"Other Opiates and Synthetics",76,2909,357,9163,2792,67054,2.6,3.9,4.2
"New Britain","Central Region",2016,"Marijuana, Hashish, THC",498,2909,994,9163,8159,67054,17.1,10.8,12.2
"New Britain","Central Region",2015,"Other",14,2584,106,8799,856,67992,0.5,1.2,1.3
"New Britain","Central Region",2014,"Benzodiazepines",11,2359,56,8170,841,65045,0.5,0.7,1.3
"New Canaan","Southwest Region",2015,"Alcohol",24,46,2833,9558,24428,67992,52.2,29.6,35.9
"New Canaan","Southwest Region",2015,"Heroin",14,46,3018,9558,24247,67992,30.4,31.6,35.7
"New Canaan","Southwest Region",2015,"Crack",2,46,381,9558,2169,67992,4.3,4,3.2
"New Canaan","Southwest Region",2015,"Marijuana, Hashish, THC",4,46,1930,9558,8754,67992,8.7,20.2,12.9
"New Canaan","Southwest Region",2015,"Other",1,46,98,9558,856,67992,2.2,1,1.3
"New Canaan","Southwest Region",2015,"Cocaine",1,46,438,9558,2450,67992,2.2,4.6,3.6
"New Fairfield","Western Region",2015,"Other Opiates and Synthetics",10,154,684,12679,3209,67992,6.5,5.4,4.7
"New Fairfield","Western Region",2014,"Heroin",42,140,3897,11656,21053,65045,30,33.4,32.4
"New Fairfield","Western Region",2014,"Alcohol",66,140,4225,11656,24611,65045,47.1,36.2,37.8
"New Fairfield","Western Region",2014,"Other Opiates and Synthetics",13,140,620,11656,3231,65045,9.3,5.3,5
"New Fairfield","Western Region",2014,"Marijuana, Hashish, THC",10,140,1521,11656,8281,65045,7.1,13,12.7
"New Fairfield","Western Region",2014,"Cocaine",3,140,534,11656,2712,65045,2.1,4.6,4.2
"New Fairfield","Western Region",2015,"Heroin",51,154,4773,12679,24247,67992,33.1,37.6,35.7
"New Fairfield","Western Region",2015,"Alcohol",77,154,4216,12679,24428,67992,50,33.3,35.9
"New Fairfield","Western Region",2015,"Marijuana, Hashish, THC",12,154,1743,12679,8754,67992,7.8,13.7,12.9
"New Fairfield","Western Region",2016,"Heroin",60,165,5285,13371,25634,67054,36.4,39.5,38.2
"New Fairfield","Western Region",2016,"Marijuana, Hashish, THC",13,165,1778,13371,8159,67054,7.9,13.3,12.2
"New Fairfield","Western Region",2016,"Alcohol",75,165,4390,13371,23336,67054,45.5,32.8,34.8
"New Fairfield","Western Region",2016,"Other Opiates and Synthetics",10,165,603,13371,2792,67054,6.1,4.5,4.2
"New Fairfield","Western Region",2014,"Other",1,140,191,11656,797,65045,0.7,1.6,1.2
"New Fairfield","Western Region",2014,"Crack",2,140,412,11656,2496,65045,1.4,3.5,3.8
"New Fairfield","Western Region",2014,"Benzodiazepines",3,140,130,11656,841,65045,2.1,1.1,1.3
"New Fairfield","Western Region",2016,"Cocaine",4,165,479,13371,2479,67054,2.4,3.6,3.7
"New Fairfield","Western Region",2015,"Benzodiazepines",3,154,138,12679,817,67992,1.9,1.1,1.2
"New Fairfield","Western Region",2015,"Cocaine",1,154,435,12679,2450,67992,0.6,3.4,3.6
"New Fairfield","Western Region",2016,"Benzodiazepines",3,165,161,13371,840,67054,1.8,1.2,1.3
"New Hartford","Western Region",2014,"Alcohol",42,90,4225,11656,24611,65045,46.7,36.2,37.8
"New Hartford","Western Region",2016,"Alcohol",37,89,4390,13371,23336,67054,41.6,32.8,34.8
"New Hartford","Western Region",2014,"Heroin",32,90,3897,11656,21053,65045,35.6,33.4,32.4
"New Hartford","Western Region",2016,"Cocaine",1,89,479,13371,2479,67054,1.1,3.6,3.7
"New Hartford","Western Region",2016,"Marijuana, Hashish, THC",8,89,1778,13371,8159,67054,9,13.3,12.2
"New Hartford","Western Region",2016,"Heroin",41,89,5285,13371,25634,67054,46.1,39.5,38.2
"New Hartford","Western Region",2014,"Other Opiates and Synthetics",5,90,620,11656,3231,65045,5.6,5.3,5
"New Hartford","Western Region",2014,"Crack",1,90,412,11656,2496,65045,1.1,3.5,3.8
"New Hartford","Western Region",2016,"Other Opiates and Synthetics",2,89,603,13371,2792,67054,2.2,4.5,4.2
"New Hartford","Western Region",2014,"Marijuana, Hashish, THC",8,90,1521,11656,8281,65045,8.9,13,12.7
"New Hartford","Western Region",2014,"Cocaine",2,90,534,11656,2712,65045,2.2,4.6,4.2
"New Haven","South Central Region",2015,"Other Opiates and Synthetics",192,5327,699,11215,3209,67992,3.6,6.2,4.7
"New Haven","South Central Region",2015,"Other",108,5327,209,11215,856,67992,2,1.9,1.3
"New Haven","South Central Region",2014,"Heroin",1272,5015,2974,10142,21053,65045,25.4,29.3,32.4
"New Haven","South Central Region",2016,"Marijuana, Hashish, THC",1006,5397,1502,11087,8159,67054,18.6,13.5,12.2
"New Haven","South Central Region",2016,"Other Opiates and Synthetics",199,5397,638,11087,2792,67054,3.7,5.8,4.2
"New Haven","South Central Region",2016,"Crack",264,5397,388,11087,2039,67054,4.9,3.5,3
"New Haven","South Central Region",2015,"Cocaine",250,5327,420,11215,2450,67992,4.7,3.7,3.6
"New Haven","South Central Region",2015,"Crack",266,5327,424,11215,2169,67992,5,3.8,3.2
"New Haven","South Central Region",2016,"PCP",214,5397,275,11087,1056,67054,4,2.5,1.6
"New Haven","South Central Region",2015,"Marijuana, Hashish, THC",867,5327,1381,11215,8754,67992,16.3,12.3,12.9
"New Haven","South Central Region",2014,"Other",87,5015,168,10142,797,65045,1.7,1.7,1.2
"New Haven","South Central Region",2016,"Other",90,5397,175,11087,719,67054,1.7,1.6,1.1
"New Haven","South Central Region",2016,"Cocaine",308,5397,485,11087,2479,67054,5.7,4.4,3.7
"New Haven","South Central Region",2016,"Alcohol",1615,5397,3516,11087,23336,67054,29.9,31.7,34.8
"New Haven","South Central Region",2015,"Heroin",1468,5327,3629,11215,24247,67992,27.6,32.4,35.7
"New Haven","South Central Region",2015,"PCP",183,5327,242,11215,1062,67992,3.4,2.2,1.6
"New Haven","South Central Region",2014,"Other Opiates and Synthetics",191,5015,717,10142,3231,65045,3.8,7.1,5
"New Haven","South Central Region",2015,"Alcohol",1865,5327,3933,11215,24428,67992,35,35.1,35.9
"New Haven","South Central Region",2015,"Benzodiazepines",128,5327,278,11215,817,67992,2.4,2.5,1.2
"New Haven","South Central Region",2014,"PCP",199,5015,244,10142,1023,65045,4,2.4,1.6
"New Haven","South Central Region",2014,"Cocaine",231,5015,411,10142,2712,65045,4.6,4.1,4.2
"New Haven","South Central Region",2014,"Crack",374,5015,514,10142,2496,65045,7.5,5.1,3.8
"New Haven","South Central Region",2016,"Heroin",1600,5397,3851,11087,25634,67054,29.6,34.7,38.2
"New Haven","South Central Region",2014,"Alcohol",1667,5015,3477,10142,24611,65045,33.2,34.3,37.8
"New Haven","South Central Region",2014,"Benzodiazepines",116,5015,281,10142,841,65045,2.3,2.8,1.3
"New Haven","South Central Region",2014,"Marijuana, Hashish, THC",878,5015,1356,10142,8281,65045,17.5,13.4,12.7
"New Haven","South Central Region",2016,"Benzodiazepines",101,5397,257,11087,840,67054,1.9,2.3,1.3
"Newington","Central Region",2016,"Crack",4,395,186,9163,2039,67054,1,2,3
"Newington","Central Region",2015,"Crack",5,331,194,8799,2169,67992,1.5,2.2,3.2
"Newington","Central Region",2016,"Other Opiates and Synthetics",14,395,357,9163,2792,67054,3.5,3.9,4.2
"Newington","Central Region",2015,"Alcohol",133,331,3210,8799,24428,67992,40.2,36.5,35.9
"Newington","Central Region",2016,"Alcohol",183,395,3310,9163,23336,67054,46.3,36.1,34.8
"Newington","Central Region",2016,"Heroin",144,395,3717,9163,25634,67054,36.5,40.6,38.2
"Newington","Central Region",2016,"Cocaine",9,395,364,9163,2479,67054,2.3,4,3.7
"Newington","Central Region",2016,"Benzodiazepines",2,395,87,9163,840,67054,0.5,0.9,1.3
"Newington","Central Region",2015,"Other Opiates and Synthetics",7,331,426,8799,3209,67992,2.1,4.8,4.7
"Newington","Central Region",2016,"Marijuana, Hashish, THC",30,395,994,9163,8159,67054,7.6,10.8,12.2
"Newington","Central Region",2015,"Marijuana, Hashish, THC",36,331,921,8799,8754,67992,10.9,10.5,12.9
"Newington","Central Region",2014,"Marijuana, Hashish, THC",31,353,920,8170,8281,65045,8.8,11.3,12.7
"Newington","Central Region",2016,"PCP",6,395,81,9163,1056,67054,1.5,0.9,1.6
"Newington","Central Region",2015,"Other",7,331,106,8799,856,67992,2.1,1.2,1.3
"Newington","Central Region",2015,"Benzodiazepines",2,331,91,8799,817,67992,0.6,1,1.2
"Newington","Central Region",2015,"Heroin",135,331,3468,8799,24247,67992,40.8,39.4,35.7
"Newington","Central Region",2014,"Heroin",106,353,2843,8170,21053,65045,30,34.8,32.4
"Newington","Central Region",2014,"Cocaine",15,353,360,8170,2712,65045,4.2,4.4,4.2
"Newington","Central Region",2016,"Other",3,395,67,9163,719,67054,0.8,0.7,1.1
"Newington","Central Region",2014,"Other Opiates and Synthetics",16,353,375,8170,3231,65045,4.5,4.6,5
"Newington","Central Region",2014,"Alcohol",178,353,3296,8170,24611,65045,50.4,40.3,37.8
"Newington","Central Region",2015,"Cocaine",5,331,311,8799,2450,67992,1.5,3.5,3.6
"Newington","Central Region",2014,"PCP",4,353,51,8170,1023,65045,1.1,0.6,1.6
"Newington","Central Region",2014,"Crack",2,353,186,8170,2496,65045,0.6,2.3,3.8
"Newington","Central Region",2014,"Other",1,353,83,8170,797,65045,0.3,1,1.2
"Newington","Central Region",2015,"PCP",1,331,72,8799,1062,67992,0.3,0.8,1.6
"New London","Eastern Region",2016,"Alcohol",743,1629,5318,12737,23336,67054,45.6,41.8,34.8
"New London","Eastern Region",2016,"Marijuana, Hashish, THC",111,1629,999,12737,8159,67054,6.8,7.8,12.2
"New London","Eastern Region",2016,"Crack",49,1629,310,12737,2039,67054,3,2.4,3
"New London","Eastern Region",2014,"Heroin",640,1804,4277,13735,21053,65045,35.5,31.1,32.4
"New London","Eastern Region",2016,"Other Opiates and Synthetics",44,1629,542,12737,2792,67054,2.7,4.3,4.2
"New London","Eastern Region",2014,"Marijuana, Hashish, THC",152,1804,1153,13735,8281,65045,8.4,8.4,12.7
"New London","Eastern Region",2014,"Other",10,1804,156,13735,797,65045,0.6,1.1,1.2
"New London","Eastern Region",2016,"Other",16,1629,133,12737,719,67054,1,1,1.1
"New London","Eastern Region",2014,"Crack",58,1804,404,13735,2496,65045,3.2,2.9,3.8
"New London","Eastern Region",2016,"Heroin",593,1629,4897,12737,25634,67054,36.4,38.4,38.2
"New London","Eastern Region",2014,"Alcohol",807,1804,6324,13735,24611,65045,44.7,46,37.8
"New London","Eastern Region",2014,"Cocaine",51,1804,459,13735,2712,65045,2.8,3.3,4.2
