"Town","FIPS","AGGREGATION","Year","Race","Type","Measure Type","Variable","Value","Region"
"New Milford",900552630,"5-Year","2010-2014","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Infant","Rate","Fetal Mortality",6.24,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Neonatal","Rate","Fetal Mortality",5.5,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","Other","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Neonatal","Rate","Fetal Mortality",4.06,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","White","Infant","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","White","Infant","Number","Fetal Mortality",10,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","White","Infant","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",5,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Postneonatal","Rate","Fetal Mortality",1.14,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Postneonatal","Number","Fetal Mortality",2,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","Hispanic or Latino","Infant","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Postneonatal","Rate","Fetal Mortality",2.3,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Neonatal","Rate","Fetal Mortality",2.29,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","All","Fetal","Rate","Fetal Mortality",9.65,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Neonatal","Rate","Fetal Mortality",3.52,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Neonatal","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Postneonatal","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","Other","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Postneonatal","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","Hispanic or Latino","Infant","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Postneonatal","Rate","Fetal Mortality",0.71,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Postneonatal","Rate","Fetal Mortality",0.78,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Neonatal","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",5,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Neonatal","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Fetal","Rate","Fetal Mortality",5.28,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Fetal","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Postneonatal","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Neonatal","Rate","Fetal Mortality",5.23,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","White","Fetal","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","Other","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","All","Postneonatal","Number","Fetal Mortality",2,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","All","Fetal","Rate","Fetal Mortality",8.3,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Infant","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","All","Neonatal","Rate","Fetal Mortality",4.15,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Neonatal","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","White","Fetal","Number","Fetal Mortality",16,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","Hispanic or Latino","Fetal","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Neonatal","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Neonatal","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","Other","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Infant","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Infant","Rate","Fetal Mortality",3.43,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","All","Postneonatal","Number","Fetal Mortality",2,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Infant","Rate","Fetal Mortality",6.19,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Fetal","Rate","Fetal Mortality",7.79,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","White","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","White","Fetal","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Fetal","Number","Fetal Mortality",5,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Fetal","Number","Fetal Mortality",18,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Fetal","Number","Fetal Mortality",10,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","White","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Fetal","Rate","Fetal Mortality",10.83,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Neonatal","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Fetal","Number","Fetal Mortality",12,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Neonatal","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Neonatal","Rate","Fetal Mortality",4.83,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Postneonatal","Rate","Fetal Mortality",1.76,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Neonatal","Rate","Fetal Mortality",5.46,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","All","Neonatal","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Neonatal","Rate","Fetal Mortality",2.3,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","White","Infant","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","Other","Fetal","Number","Fetal Mortality",2,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Infant","Number","Fetal Mortality",11,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Infant","Rate","Fetal Mortality",7.01,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Neonatal","Number","Fetal Mortality",10,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","Hispanic or Latino","Infant","Number","Fetal Mortality",3,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","White","Fetal","Number","Fetal Mortality",16,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Infant","Rate","Fetal Mortality",6.42,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Infant","Rate","Fetal Mortality",4.6,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Fetal","Rate","Fetal Mortality",13.55,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Fetal","Number","Fetal Mortality",19,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","All","Postneonatal","Rate","Fetal Mortality",1.19,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Infant","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","White","Fetal","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2009-2013","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Postneonatal","Rate","Fetal Mortality",1.74,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","All","Infant","Rate","Fetal Mortality",6.63,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","White","Fetal","Number","Fetal Mortality",18,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","White","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","White","Fetal","Number","Fetal Mortality",11,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Fetal","Rate","Fetal Mortality",3.45,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Fetal","Rate","Fetal Mortality",6.45,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","White","Fetal","Number","Fetal Mortality",13,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",2,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Fetal","Number","Fetal Mortality",17,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Postneonatal","Rate","Fetal Mortality",0.64,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","White","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","All","Neonatal","Number","Fetal Mortality",4,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Fetal","Rate","Fetal Mortality",12.37,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Infant","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","All","Infant","Rate","Fetal Mortality",5.28,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","1999-2003","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","All","Infant","Number","Fetal Mortality",11,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Neonatal","Rate","Fetal Mortality",5.71,"Western Region"
"New Milford",900552630,"5-Year","2004-2008","All","Neonatal","Rate","Fetal Mortality",5.43,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Postneonatal","Rate","Fetal Mortality",0.75,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Infant","Rate","Fetal Mortality",4.83,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","All","Infant","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Infant","Rate","Fetal Mortality",5.8,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Infant","Rate","Fetal Mortality",5.97,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","White","Infant","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Fetal","Rate","Fetal Mortality",8.96,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","White","Fetal","Number","Fetal Mortality",7,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Fetal","Rate","Fetal Mortality",4.64,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","All","Fetal","Number","Fetal Mortality",14,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","Other","Infant","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","White","Infant","Number","Fetal Mortality",10,"Western Region"
"New Milford",900552630,"5-Year","2007-2011","All","Infant","Number","Fetal Mortality",9,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","All","Fetal","Number","Fetal Mortality",6,"Western Region"
"New Milford",900552630,"5-Year","2000-2004","White","Fetal","Number","Fetal Mortality",5,"Western Region"
"New Milford",900552630,"5-Year","2002-2006","Other","Fetal","Number","Fetal Mortality",2,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Infant","Number","Fetal Mortality",10,"Western Region"
"New Milford",900552630,"5-Year","2001-2005","All","Fetal","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2003-2007","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"New Milford",900552630,"5-Year","2010-2014","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"New Milford",900552630,"5-Year","2006-2010","All","Postneonatal","Rate","Fetal Mortality",0.69,"Western Region"
"New Milford",900552630,"5-Year","2008-2012","All","Infant","Number","Fetal Mortality",8,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Neonatal","Rate","Fetal Mortality",6.37,"Western Region"
"New Milford",900552630,"5-Year","2005-2009","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Fetal","Rate","Fetal Mortality",6.81,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Postneonatal","Rate","Fetal Mortality",0.6,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Infant","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Neonatal","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Fetal","Rate","Fetal Mortality",4.28,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Infant","Rate","Fetal Mortality",3.21,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Neonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Infant","Rate","Fetal Mortality",2.42,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Neonatal","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Neonatal","Rate","Fetal Mortality",1.81,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Neonatal","Rate","Fetal Mortality",2.27,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Neonatal","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Fetal","Number","Fetal Mortality",4,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Fetal","Rate","Fetal Mortality",3.78,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Neonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","White","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Fetal","Rate","Fetal Mortality",5.12,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","White","Fetal","Number","Fetal Mortality",7,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Postneonatal","Rate","Fetal Mortality",0.99,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Infant","Number","Fetal Mortality",4,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Neonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Infant","Rate","Fetal Mortality",1.99,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","White","Fetal","Number","Fetal Mortality",4,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Infant","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Infant","Rate","Fetal Mortality",1.32,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Fetal","Rate","Fetal Mortality",5.44,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Infant","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Neonatal","Rate","Fetal Mortality",0.99,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Neonatal","Rate","Fetal Mortality",1.32,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Fetal","Number","Fetal Mortality",9,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Neonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Postneonatal","Rate","Fetal Mortality",1.14,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Infant","Rate","Fetal Mortality",3.34,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Infant","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","White","Fetal","Number","Fetal Mortality",5,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","White","Fetal","Number","Fetal Mortality",8,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Fetal","Number","Fetal Mortality",5,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","White","Fetal","Number","Fetal Mortality",5,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Neonatal","Rate","Fetal Mortality",0.93,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Fetal","Number","Fetal Mortality",6,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Fetal","Rate","Fetal Mortality",5.22,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","White","Fetal","Number","Fetal Mortality",7,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","White","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","White","Fetal","Number","Fetal Mortality",6,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","White","Fetal","Number","Fetal Mortality",5,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","White","Fetal","Number","Fetal Mortality",6,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Infant","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Neonatal","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Neonatal","Rate","Fetal Mortality",1.89,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
