"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"Middletown",900747360,"2012-2016","Female","Number","Employed or Enrolled Youth",1516,"Eastern Region"
"Middletown",900747360,"2012-2016","Female","Number","Margins of Error",220,"Eastern Region"
"Middletown",900747360,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.25,"Eastern Region"
"Middletown",900747360,"2012-2016","Female","Percent","Margins of Error",20.06,"Eastern Region"
"Middletown",900747360,"2012-2016","Male","Number","Employed or Enrolled Youth",1690,"Eastern Region"
"Middletown",900747360,"2012-2016","Male","Number","Margins of Error",263,"Eastern Region"
"Middletown",900747360,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.6,"Eastern Region"
"Middletown",900747360,"2012-2016","Male","Percent","Margins of Error",20.66,"Eastern Region"
"Milford",900947535,"2012-2016","Total","Number","Employed or Enrolled Youth",2284,"South Central Region"
"Milford",900947535,"2012-2016","Total","Number","Margins of Error",312,"South Central Region"
"Milford",900947535,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.32,"South Central Region"
"Milford",900947535,"2012-2016","Total","Percent","Margins of Error",17.89,"South Central Region"
"Milford",900947535,"2012-2016","Female","Number","Employed or Enrolled Youth",1173,"South Central Region"
"Milford",900947535,"2012-2016","Female","Number","Margins of Error",219,"South Central Region"
"Milford",900947535,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.75,"South Central Region"
"Milford",900947535,"2012-2016","Female","Percent","Margins of Error",25.96,"South Central Region"
"Milford",900947535,"2012-2016","Male","Number","Employed or Enrolled Youth",1111,"South Central Region"
"Milford",900947535,"2012-2016","Male","Number","Margins of Error",222,"South Central Region"
"Milford",900947535,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.86,"South Central Region"
"Milford",900947535,"2012-2016","Male","Percent","Margins of Error",27.07,"South Central Region"
"Monroe",900148620,"2012-2016","Total","Number","Employed or Enrolled Youth",1173,"Southwest Region"
"Monroe",900148620,"2012-2016","Total","Number","Margins of Error",311,"Southwest Region"
"Monroe",900148620,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.32,"Southwest Region"
"Monroe",900148620,"2012-2016","Total","Percent","Margins of Error",35.79,"Southwest Region"
"Monroe",900148620,"2012-2016","Female","Number","Employed or Enrolled Youth",675,"Southwest Region"
"Monroe",900148620,"2012-2016","Female","Number","Margins of Error",272,"Southwest Region"
"Monroe",900148620,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.12,"Southwest Region"
"Monroe",900148620,"2012-2016","Female","Percent","Margins of Error",54.4,"Southwest Region"
"Monroe",900148620,"2012-2016","Male","Number","Employed or Enrolled Youth",498,"Southwest Region"
"Monroe",900148620,"2012-2016","Male","Number","Margins of Error",149,"Southwest Region"
"Monroe",900148620,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Monroe",900148620,"2012-2016","Male","Percent","Margins of Error",42.5,"Southwest Region"
"Montville",901148900,"2012-2016","Total","Number","Employed or Enrolled Youth",645,"Eastern Region"
"Montville",901148900,"2012-2016","Total","Number","Margins of Error",173,"Eastern Region"
"Montville",901148900,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.47,"Eastern Region"
"Montville",901148900,"2012-2016","Total","Percent","Margins of Error",36.29,"Eastern Region"
"Montville",901148900,"2012-2016","Female","Number","Employed or Enrolled Youth",290,"Eastern Region"
"Montville",901148900,"2012-2016","Female","Number","Margins of Error",136,"Eastern Region"
"Montville",901148900,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.97,"Eastern Region"
"Montville",901148900,"2012-2016","Female","Percent","Margins of Error",63.09,"Eastern Region"
"Montville",901148900,"2012-2016","Male","Number","Employed or Enrolled Youth",355,"Eastern Region"
"Montville",901148900,"2012-2016","Male","Number","Margins of Error",107,"Eastern Region"
"Montville",901148900,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.89,"Eastern Region"
"Montville",901148900,"2012-2016","Male","Percent","Margins of Error",41.66,"Eastern Region"
"Morris",900549460,"2012-2016","Total","Number","Employed or Enrolled Youth",110,"Western Region"
"Morris",900549460,"2012-2016","Total","Number","Margins of Error",40,"Western Region"
"Morris",900549460,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Morris",900549460,"2012-2016","Total","Percent","Margins of Error",50.47,"Western Region"
"Morris",900549460,"2012-2016","Female","Number","Employed or Enrolled Youth",51,"Western Region"
"Morris",900549460,"2012-2016","Female","Number","Margins of Error",31,"Western Region"
"Morris",900549460,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Morris",900549460,"2012-2016","Female","Percent","Margins of Error",83.95,"Western Region"
"Morris",900549460,"2012-2016","Male","Number","Employed or Enrolled Youth",59,"Western Region"
"Morris",900549460,"2012-2016","Male","Number","Margins of Error",24,"Western Region"
"Morris",900549460,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Morris",900549460,"2012-2016","Male","Percent","Margins of Error",59.8,"Western Region"
"Naugatuck",900949950,"2012-2016","Total","Number","Employed or Enrolled Youth",1599,"Western Region"
"Naugatuck",900949950,"2012-2016","Total","Number","Margins of Error",351,"Western Region"
"Naugatuck",900949950,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.68,"Western Region"
"Naugatuck",900949950,"2012-2016","Total","Percent","Margins of Error",29.64,"Western Region"
"Naugatuck",900949950,"2012-2016","Female","Number","Employed or Enrolled Youth",701,"Western Region"
"Naugatuck",900949950,"2012-2016","Female","Number","Margins of Error",241,"Western Region"
"Naugatuck",900949950,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Naugatuck",900949950,"2012-2016","Female","Percent","Margins of Error",48.61,"Western Region"
"Naugatuck",900949950,"2012-2016","Male","Number","Employed or Enrolled Youth",898,"Western Region"
"Naugatuck",900949950,"2012-2016","Male","Number","Margins of Error",255,"Western Region"
"Naugatuck",900949950,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.94,"Western Region"
"Naugatuck",900949950,"2012-2016","Male","Percent","Margins of Error",38.28,"Western Region"
"New Britain",900350440,"2012-2016","Total","Number","Employed or Enrolled Youth",4219,"Central Region"
"New Britain",900350440,"2012-2016","Total","Number","Margins of Error",443,"Central Region"
"New Britain",900350440,"2012-2016","Total","Percent","Employed or Enrolled Youth",91.38,"Central Region"
"New Britain",900350440,"2012-2016","Total","Percent","Margins of Error",13.27,"Central Region"
"New Britain",900350440,"2012-2016","Female","Number","Employed or Enrolled Youth",1991,"Central Region"
"New Britain",900350440,"2012-2016","Female","Number","Margins of Error",287,"Central Region"
"New Britain",900350440,"2012-2016","Female","Percent","Employed or Enrolled Youth",88.61,"Central Region"
"New Britain",900350440,"2012-2016","Female","Percent","Margins of Error",17.94,"Central Region"
"New Britain",900350440,"2012-2016","Male","Number","Employed or Enrolled Youth",2228,"Central Region"
"New Britain",900350440,"2012-2016","Male","Number","Margins of Error",337,"Central Region"
"New Britain",900350440,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.01,"Central Region"
"New Britain",900350440,"2012-2016","Male","Percent","Margins of Error",19.61,"Central Region"
"New Canaan",900150580,"2012-2016","Total","Number","Employed or Enrolled Youth",1398,"Southwest Region"
"New Canaan",900150580,"2012-2016","Total","Number","Margins of Error",260,"Southwest Region"
"New Canaan",900150580,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.11,"Southwest Region"
"New Canaan",900150580,"2012-2016","Total","Percent","Margins of Error",25.61,"Southwest Region"
"New Canaan",900150580,"2012-2016","Female","Number","Employed or Enrolled Youth",683,"Southwest Region"
"New Canaan",900150580,"2012-2016","Female","Number","Margins of Error",174,"Southwest Region"
"New Canaan",900150580,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"New Canaan",900150580,"2012-2016","Female","Percent","Margins of Error",35.7,"Southwest Region"
"New Canaan",900150580,"2012-2016","Male","Number","Employed or Enrolled Youth",715,"Southwest Region"
"New Canaan",900150580,"2012-2016","Male","Number","Margins of Error",194,"Southwest Region"
"New Canaan",900150580,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.36,"Southwest Region"
"New Canaan",900150580,"2012-2016","Male","Percent","Margins of Error",36.26,"Southwest Region"
"New Fairfield",900150860,"2012-2016","Total","Number","Employed or Enrolled Youth",935,"Western Region"
"New Fairfield",900150860,"2012-2016","Total","Number","Margins of Error",186,"Western Region"
"New Fairfield",900150860,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.32,"Western Region"
"New Fairfield",900150860,"2012-2016","Total","Percent","Margins of Error",26.31,"Western Region"
"New Fairfield",900150860,"2012-2016","Female","Number","Employed or Enrolled Youth",467,"Western Region"
"New Fairfield",900150860,"2012-2016","Female","Number","Margins of Error",142,"Western Region"
"New Fairfield",900150860,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.52,"Western Region"
"New Fairfield",900150860,"2012-2016","Female","Percent","Margins of Error",37.92,"Western Region"
"New Fairfield",900150860,"2012-2016","Male","Number","Employed or Enrolled Youth",468,"Western Region"
"New Fairfield",900150860,"2012-2016","Male","Number","Margins of Error",121,"Western Region"
"New Fairfield",900150860,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.11,"Western Region"
"New Fairfield",900150860,"2012-2016","Male","Percent","Margins of Error",35.48,"Western Region"
"New Hartford",900551350,"2012-2016","Total","Number","Employed or Enrolled Youth",305,"Western Region"
"New Hartford",900551350,"2012-2016","Total","Number","Margins of Error",107,"Western Region"
"New Hartford",900551350,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"New Hartford",900551350,"2012-2016","Total","Percent","Margins of Error",50.36,"Western Region"
"New Hartford",900551350,"2012-2016","Female","Number","Employed or Enrolled Youth",256,"Western Region"
"New Hartford",900551350,"2012-2016","Female","Number","Margins of Error",95,"Western Region"
"New Hartford",900551350,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"New Hartford",900551350,"2012-2016","Female","Percent","Margins of Error",51.32,"Western Region"
"New Hartford",900551350,"2012-2016","Male","Number","Employed or Enrolled Youth",49,"Western Region"
"New Hartford",900551350,"2012-2016","Male","Number","Margins of Error",50,"Western Region"
"New Hartford",900551350,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"New Hartford",900551350,"2012-2016","Male","Percent","Margins of Error",136.14,"Western Region"
"New Haven",900952070,"2012-2016","Total","Number","Employed or Enrolled Youth",8403,"South Central Region"
"New Haven",900952070,"2012-2016","Total","Number","Margins of Error",589,"South Central Region"
"New Haven",900952070,"2012-2016","Total","Percent","Employed or Enrolled Youth",91.09,"South Central Region"
"New Haven",900952070,"2012-2016","Total","Percent","Margins of Error",8.33,"South Central Region"
"New Haven",900952070,"2012-2016","Female","Number","Employed or Enrolled Youth",4379,"South Central Region"
"New Haven",900952070,"2012-2016","Female","Number","Margins of Error",440,"South Central Region"
"New Haven",900952070,"2012-2016","Female","Percent","Employed or Enrolled Youth",92.4,"South Central Region"
"New Haven",900952070,"2012-2016","Female","Percent","Margins of Error",12.42,"South Central Region"
"New Haven",900952070,"2012-2016","Male","Number","Employed or Enrolled Youth",4024,"South Central Region"
"New Haven",900952070,"2012-2016","Male","Number","Margins of Error",392,"South Central Region"
"New Haven",900952070,"2012-2016","Male","Percent","Employed or Enrolled Youth",89.7,"South Central Region"
"New Haven",900952070,"2012-2016","Male","Percent","Margins of Error",11.88,"South Central Region"
"Newington",900352140,"2012-2016","Total","Number","Employed or Enrolled Youth",1461,"Central Region"
"Newington",900352140,"2012-2016","Total","Number","Margins of Error",240,"Central Region"
"Newington",900352140,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.25,"Central Region"
"Newington",900352140,"2012-2016","Total","Percent","Margins of Error",22.43,"Central Region"
"Newington",900352140,"2012-2016","Female","Number","Employed or Enrolled Youth",743,"Central Region"
"Newington",900352140,"2012-2016","Female","Number","Margins of Error",176,"Central Region"
"Newington",900352140,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Central Region"
"Newington",900352140,"2012-2016","Female","Percent","Margins of Error",32.75,"Central Region"
"Newington",900352140,"2012-2016","Male","Number","Employed or Enrolled Youth",718,"Central Region"
"Newington",900352140,"2012-2016","Male","Number","Margins of Error",164,"Central Region"
"Newington",900352140,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.49,"Central Region"
"Newington",900352140,"2012-2016","Male","Percent","Margins of Error",30.35,"Central Region"
"New London",901152350,"2012-2016","Total","Number","Employed or Enrolled Youth",2673,"Eastern Region"
"New London",901152350,"2012-2016","Total","Number","Margins of Error",316,"Eastern Region"
"New London",901152350,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.68,"Eastern Region"
"New London",901152350,"2012-2016","Total","Percent","Margins of Error",15.21,"Eastern Region"
"New London",901152350,"2012-2016","Female","Number","Employed or Enrolled Youth",1346,"Eastern Region"
"New London",901152350,"2012-2016","Female","Number","Margins of Error",231,"Eastern Region"
"New London",901152350,"2012-2016","Female","Percent","Employed or Enrolled Youth",95.46,"Eastern Region"
"New London",901152350,"2012-2016","Female","Percent","Margins of Error",22.48,"Eastern Region"
"New London",901152350,"2012-2016","Male","Number","Employed or Enrolled Youth",1327,"Eastern Region"
"New London",901152350,"2012-2016","Male","Number","Margins of Error",216,"Eastern Region"
"New London",901152350,"2012-2016","Male","Percent","Employed or Enrolled Youth",90.03,"Eastern Region"
"New London",901152350,"2012-2016","Male","Percent","Margins of Error",20.42,"Eastern Region"
"New Milford",900552630,"2012-2016","Total","Number","Employed or Enrolled Youth",1283,"Western Region"
"New Milford",900552630,"2012-2016","Total","Number","Margins of Error",247,"Western Region"
"New Milford",900552630,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.76,"Western Region"
"New Milford",900552630,"2012-2016","Total","Percent","Margins of Error",24.83,"Western Region"
"New Milford",900552630,"2012-2016","Female","Number","Employed or Enrolled Youth",550,"Western Region"
"New Milford",900552630,"2012-2016","Female","Number","Margins of Error",141,"Western Region"
"New Milford",900552630,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.52,"Western Region"
"New Milford",900552630,"2012-2016","Female","Percent","Margins of Error",34.92,"Western Region"
"New Milford",900552630,"2012-2016","Male","Number","Employed or Enrolled Youth",733,"Western Region"
"New Milford",900552630,"2012-2016","Male","Number","Margins of Error",203,"Western Region"
"New Milford",900552630,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.19,"Western Region"
"New Milford",900552630,"2012-2016","Male","Percent","Margins of Error",35.83,"Western Region"
"Newtown",900152980,"2012-2016","Total","Number","Employed or Enrolled Youth",1764,"Western Region"
"Newtown",900152980,"2012-2016","Total","Number","Margins of Error",262,"Western Region"
"Newtown",900152980,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Newtown",900152980,"2012-2016","Total","Percent","Margins of Error",20.5,"Western Region"
"Newtown",900152980,"2012-2016","Female","Number","Employed or Enrolled Youth",719,"Western Region"
"Newtown",900152980,"2012-2016","Female","Number","Margins of Error",165,"Western Region"
"Newtown",900152980,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Newtown",900152980,"2012-2016","Female","Percent","Margins of Error",32.45,"Western Region"
"Newtown",900152980,"2012-2016","Male","Number","Employed or Enrolled Youth",1045,"Western Region"
"Newtown",900152980,"2012-2016","Male","Number","Margins of Error",204,"Western Region"
"Newtown",900152980,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Newtown",900152980,"2012-2016","Male","Percent","Margins of Error",27.45,"Western Region"
"Norfolk",900553470,"2012-2016","Total","Number","Employed or Enrolled Youth",60,"Western Region"
"Norfolk",900553470,"2012-2016","Total","Number","Margins of Error",36,"Western Region"
"Norfolk",900553470,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Norfolk",900553470,"2012-2016","Total","Percent","Margins of Error",74.8,"Western Region"
"Norfolk",900553470,"2012-2016","Female","Number","Employed or Enrolled Youth",37,"Western Region"
"Norfolk",900553470,"2012-2016","Female","Number","Margins of Error",28,"Western Region"
"Norfolk",900553470,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Norfolk",900553470,"2012-2016","Female","Percent","Margins of Error",95.78,"Western Region"
"Norfolk",900553470,"2012-2016","Male","Number","Employed or Enrolled Youth",23,"Western Region"
"Norfolk",900553470,"2012-2016","Male","Number","Margins of Error",23,"Western Region"
"Norfolk",900553470,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Norfolk",900553470,"2012-2016","Male","Percent","Margins of Error",118.11,"Western Region"
"North Branford",900953890,"2012-2016","Total","Number","Employed or Enrolled Youth",737,"South Central Region"
"North Branford",900953890,"2012-2016","Total","Number","Margins of Error",227,"South Central Region"
"North Branford",900953890,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"South Central Region"
"North Branford",900953890,"2012-2016","Total","Percent","Margins of Error",42.55,"South Central Region"
"North Branford",900953890,"2012-2016","Female","Number","Employed or Enrolled Youth",388,"South Central Region"
"North Branford",900953890,"2012-2016","Female","Number","Margins of Error",188,"South Central Region"
"North Branford",900953890,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"South Central Region"
"North Branford",900953890,"2012-2016","Female","Percent","Margins of Error",68.15,"South Central Region"
"North Branford",900953890,"2012-2016","Male","Number","Employed or Enrolled Youth",349,"South Central Region"
"North Branford",900953890,"2012-2016","Male","Number","Margins of Error",128,"South Central Region"
"North Branford",900953890,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"South Central Region"
"North Branford",900953890,"2012-2016","Male","Percent","Margins of Error",51.23,"South Central Region"
"North Canaan",900554030,"2012-2016","Total","Number","Employed or Enrolled Youth",96,"Western Region"
"North Canaan",900554030,"2012-2016","Total","Number","Margins of Error",57,"Western Region"
"North Canaan",900554030,"2012-2016","Total","Percent","Employed or Enrolled Youth",96,"Western Region"
"North Canaan",900554030,"2012-2016","Total","Percent","Margins of Error",80.46,"Western Region"
"North Canaan",900554030,"2012-2016","Female","Number","Employed or Enrolled Youth",59,"Western Region"
"North Canaan",900554030,"2012-2016","Female","Number","Margins of Error",45,"Western Region"
"North Canaan",900554030,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.65,"Western Region"
"North Canaan",900554030,"2012-2016","Female","Percent","Margins of Error",93.79,"Western Region"
"North Canaan",900554030,"2012-2016","Male","Number","Employed or Enrolled Youth",37,"Western Region"
"North Canaan",900554030,"2012-2016","Male","Number","Margins of Error",35,"Western Region"
"North Canaan",900554030,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"North Canaan",900554030,"2012-2016","Male","Percent","Margins of Error",127.06,"Western Region"
"North Haven",900954870,"2012-2016","Total","Number","Employed or Enrolled Youth",920,"South Central Region"
"North Haven",900954870,"2012-2016","Total","Number","Margins of Error",194,"South Central Region"
"North Haven",900954870,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.54,"South Central Region"
"North Haven",900954870,"2012-2016","Total","Percent","Margins of Error",29.51,"South Central Region"
"North Haven",900954870,"2012-2016","Female","Number","Employed or Enrolled Youth",491,"South Central Region"
"North Haven",900954870,"2012-2016","Female","Number","Margins of Error",139,"South Central Region"
"North Haven",900954870,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.46,"South Central Region"
"North Haven",900954870,"2012-2016","Female","Percent","Margins of Error",38.82,"South Central Region"
"North Haven",900954870,"2012-2016","Male","Number","Employed or Enrolled Youth",429,"South Central Region"
"North Haven",900954870,"2012-2016","Male","Number","Margins of Error",136,"South Central Region"
"North Haven",900954870,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.62,"South Central Region"
"North Haven",900954870,"2012-2016","Male","Percent","Margins of Error",43.13,"South Central Region"
"North Stonington",901155500,"2012-2016","Total","Number","Employed or Enrolled Youth",194,"Eastern Region"
"North Stonington",901155500,"2012-2016","Total","Number","Margins of Error",102,"Eastern Region"
"North Stonington",901155500,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.04,"Eastern Region"
"North Stonington",901155500,"2012-2016","Total","Percent","Margins of Error",72.01,"Eastern Region"
"North Stonington",901155500,"2012-2016","Female","Number","Employed or Enrolled Youth",81,"Eastern Region"
"North Stonington",901155500,"2012-2016","Female","Number","Margins of Error",74,"Eastern Region"
"North Stonington",901155500,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"North Stonington",901155500,"2012-2016","Female","Percent","Margins of Error",128.32,"Eastern Region"
"North Stonington",901155500,"2012-2016","Male","Number","Employed or Enrolled Youth",113,"Eastern Region"
"North Stonington",901155500,"2012-2016","Male","Number","Margins of Error",70,"Eastern Region"
"North Stonington",901155500,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.39,"Eastern Region"
"North Stonington",901155500,"2012-2016","Male","Percent","Margins of Error",84.16,"Eastern Region"
"Norwalk",900156060,"2012-2016","Total","Number","Employed or Enrolled Youth",4045,"Southwest Region"
"Norwalk",900156060,"2012-2016","Total","Number","Margins of Error",510,"Southwest Region"
"Norwalk",900156060,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.27,"Southwest Region"
"Norwalk",900156060,"2012-2016","Total","Percent","Margins of Error",15.66,"Southwest Region"
"Norwalk",900156060,"2012-2016","Female","Number","Employed or Enrolled Youth",2091,"Southwest Region"
"Norwalk",900156060,"2012-2016","Female","Number","Margins of Error",355,"Southwest Region"
"Norwalk",900156060,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.72,"Southwest Region"
"Norwalk",900156060,"2012-2016","Female","Percent","Margins of Error",22.19,"Southwest Region"
"Norwalk",900156060,"2012-2016","Male","Number","Employed or Enrolled Youth",1954,"Southwest Region"
"Norwalk",900156060,"2012-2016","Male","Number","Margins of Error",366,"Southwest Region"
"Norwalk",900156060,"2012-2016","Male","Percent","Employed or Enrolled Youth",90.76,"Southwest Region"
"Norwalk",900156060,"2012-2016","Male","Percent","Margins of Error",23.97,"Southwest Region"
"Norwich",901156270,"2012-2016","Total","Number","Employed or Enrolled Youth",1572,"Eastern Region"
"Norwich",901156270,"2012-2016","Total","Number","Margins of Error",300,"Eastern Region"
"Norwich",901156270,"2012-2016","Total","Percent","Employed or Enrolled Youth",93.35,"Eastern Region"
"Norwich",901156270,"2012-2016","Total","Percent","Margins of Error",25.96,"Eastern Region"
"Norwich",901156270,"2012-2016","Female","Number","Employed or Enrolled Youth",880,"Eastern Region"
"Norwich",901156270,"2012-2016","Female","Number","Margins of Error",228,"Eastern Region"
"Norwich",901156270,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.99,"Eastern Region"
"Norwich",901156270,"2012-2016","Female","Percent","Margins of Error",35.65,"Eastern Region"
"Norwich",901156270,"2012-2016","Male","Number","Employed or Enrolled Youth",692,"Eastern Region"
"Norwich",901156270,"2012-2016","Male","Number","Margins of Error",194,"Eastern Region"
"Norwich",901156270,"2012-2016","Male","Percent","Employed or Enrolled Youth",87.04,"Eastern Region"
"Norwich",901156270,"2012-2016","Male","Percent","Margins of Error",33.21,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Total","Number","Employed or Enrolled Youth",308,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Total","Number","Margins of Error",108,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Total","Percent","Margins of Error",47.55,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Female","Number","Employed or Enrolled Youth",120,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Female","Number","Margins of Error",65,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Female","Percent","Margins of Error",73.49,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Male","Number","Employed or Enrolled Youth",188,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Male","Number","Margins of Error",86,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Old Lyme",901157040,"2012-2016","Male","Percent","Margins of Error",63.73,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Total","Number","Employed or Enrolled Youth",465,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Total","Number","Margins of Error",129,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.79,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Total","Percent","Margins of Error",38.49,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Female","Number","Employed or Enrolled Youth",190,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Female","Number","Margins of Error",95,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Female","Percent","Margins of Error",69.19,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Male","Number","Employed or Enrolled Youth",275,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Male","Number","Margins of Error",87,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.64,"Eastern Region"
"Old Saybrook",900757320,"2012-2016","Male","Percent","Margins of Error",43.55,"Eastern Region"
"Orange",900957600,"2012-2016","Total","Number","Employed or Enrolled Youth",721,"South Central Region"
"Orange",900957600,"2012-2016","Total","Number","Margins of Error",163,"South Central Region"
"Orange",900957600,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"South Central Region"
"Orange",900957600,"2012-2016","Total","Percent","Margins of Error",30.85,"South Central Region"
"Orange",900957600,"2012-2016","Female","Number","Employed or Enrolled Youth",305,"South Central Region"
"Orange",900957600,"2012-2016","Female","Number","Margins of Error",104,"South Central Region"
"Orange",900957600,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"South Central Region"
"Orange",900957600,"2012-2016","Female","Percent","Margins of Error",48.87,"South Central Region"
"Orange",900957600,"2012-2016","Male","Number","Employed or Enrolled Youth",416,"South Central Region"
"Orange",900957600,"2012-2016","Male","Number","Margins of Error",126,"South Central Region"
"Orange",900957600,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"South Central Region"
"Orange",900957600,"2012-2016","Male","Percent","Margins of Error",42.7,"South Central Region"
"Oxford",900958300,"2012-2016","Total","Number","Employed or Enrolled Youth",495,"Western Region"
"Oxford",900958300,"2012-2016","Total","Number","Margins of Error",164,"Western Region"
"Oxford",900958300,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.93,"Western Region"
"Oxford",900958300,"2012-2016","Total","Percent","Margins of Error",43.54,"Western Region"
"Oxford",900958300,"2012-2016","Female","Number","Employed or Enrolled Youth",380,"Western Region"
"Oxford",900958300,"2012-2016","Female","Number","Margins of Error",147,"Western Region"
"Oxford",900958300,"2012-2016","Female","Percent","Employed or Enrolled Youth",94.76,"Western Region"
"Oxford",900958300,"2012-2016","Female","Percent","Margins of Error",50.91,"Western Region"
"Oxford",900958300,"2012-2016","Male","Number","Employed or Enrolled Youth",115,"Western Region"
"Oxford",900958300,"2012-2016","Male","Number","Margins of Error",72,"Western Region"
"Oxford",900958300,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Oxford",900958300,"2012-2016","Male","Percent","Margins of Error",86.66,"Western Region"
"Plainfield",901559980,"2012-2016","Total","Number","Employed or Enrolled Youth",859,"Eastern Region"
"Plainfield",901559980,"2012-2016","Total","Number","Margins of Error",240,"Eastern Region"
"Plainfield",901559980,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.06,"Eastern Region"
"Plainfield",901559980,"2012-2016","Total","Percent","Margins of Error",38.25,"Eastern Region"
