"Town","FIPS","Year","Measure Period","Indicator","Measure Type","Variable","Value","Region"
"Middletown",900747360,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",87,"Eastern Region"
"Middletown",900747360,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",84,"Eastern Region"
"Middletown",900747360,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",52,"Eastern Region"
"Middletown",900747360,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",71,"Eastern Region"
"Middletown",900747360,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",69,"Eastern Region"
"Middletown",900747360,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,"Eastern Region"
"Middletown",900747360,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",82,"Eastern Region"
"Middletown",900747360,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",84,"Eastern Region"
"Middletown",900747360,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",54,"Eastern Region"
"Middletown",900747360,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",92,"Eastern Region"
"Middletown",900747360,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",90,"Eastern Region"
"Middletown",900747360,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",21,"Eastern Region"
"Middletown",900747360,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",88,"Eastern Region"
"Middletown",900747360,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",83,"Eastern Region"
"Middletown",900747360,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",57,"Eastern Region"
"Middletown",900747360,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",100,"Eastern Region"
"Middletown",900747360,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",98,"Eastern Region"
"Middletown",900747360,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",18,"Eastern Region"
"Middletown",900747360,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",102,"Eastern Region"
"Middletown",900747360,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",96,"Eastern Region"
"Middletown",900747360,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",62,"Eastern Region"
"Middletown",900747360,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",118,"Eastern Region"
"Middletown",900747360,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",114,"Eastern Region"
"Middletown",900747360,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",31,"Eastern Region"
"Middletown",900747360,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",78,"Eastern Region"
"Middletown",900747360,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",68,"Eastern Region"
"Middletown",900747360,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",46,"Eastern Region"
"Middletown",900747360,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",107,"Eastern Region"
"Middletown",900747360,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",105,"Eastern Region"
"Middletown",900747360,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",26,"Eastern Region"
"Middletown",900747360,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",98,"Eastern Region"
"Middletown",900747360,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",90,"Eastern Region"
"Middletown",900747360,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",58,"Eastern Region"
"Middletown",900747360,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",112,"Eastern Region"
"Middletown",900747360,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",111,"Eastern Region"
"Middletown",900747360,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",26,"Eastern Region"
"Middletown",900747360,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",94,"Eastern Region"
"Middletown",900747360,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",87,"Eastern Region"
"Middletown",900747360,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",54,"Eastern Region"
"Middletown",900747360,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",102,"Eastern Region"
"Middletown",900747360,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",102,"Eastern Region"
"Middletown",900747360,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",24,"Eastern Region"
"Middletown",900747360,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",95,"Eastern Region"
"Middletown",900747360,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",92,"Eastern Region"
"Middletown",900747360,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",69,"Eastern Region"
"Middletown",900747360,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",123,"Eastern Region"
"Middletown",900747360,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",121,"Eastern Region"
"Middletown",900747360,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",25,"Eastern Region"
"Middletown",900747360,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",103,"Eastern Region"
"Middletown",900747360,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",93,"Eastern Region"
"Middletown",900747360,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",57,"Eastern Region"
"Middletown",900747360,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",108,"Eastern Region"
"Middletown",900747360,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",103,"Eastern Region"
"Middletown",900747360,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",40,"Eastern Region"
"Middletown",900747360,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",93,"Eastern Region"
"Middletown",900747360,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",89,"Eastern Region"
"Middletown",900747360,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",61,"Eastern Region"
"Middletown",900747360,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",102,"Eastern Region"
"Middletown",900747360,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",62,"Eastern Region"
"Middletown",900747360,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",29,"Eastern Region"
"Milford",900947535,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",76,"South Central Region"
"Milford",900947535,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",79,"South Central Region"
"Milford",900947535,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",50,"South Central Region"
"Milford",900947535,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",97,"South Central Region"
"Milford",900947535,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",95,"South Central Region"
"Milford",900947535,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",27,"South Central Region"
"Milford",900947535,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",92,"South Central Region"
"Milford",900947535,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",84,"South Central Region"
"Milford",900947535,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",56,"South Central Region"
"Milford",900947535,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",95,"South Central Region"
"Milford",900947535,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",93,"South Central Region"
"Milford",900947535,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",33,"South Central Region"
"Milford",900947535,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",81,"South Central Region"
"Milford",900947535,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",67,"South Central Region"
"Milford",900947535,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",36,"South Central Region"
"Milford",900947535,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",77,"South Central Region"
"Milford",900947535,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",76,"South Central Region"
"Milford",900947535,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",26,"South Central Region"
"Milford",900947535,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",87,"South Central Region"
"Milford",900947535,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",91,"South Central Region"
"Milford",900947535,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",45,"South Central Region"
"Milford",900947535,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",78,"South Central Region"
"Milford",900947535,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",77,"South Central Region"
"Milford",900947535,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",24,"South Central Region"
"Milford",900947535,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",82,"South Central Region"
"Milford",900947535,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",74,"South Central Region"
"Milford",900947535,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",48,"South Central Region"
"Milford",900947535,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",82,"South Central Region"
"Milford",900947535,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",81,"South Central Region"
"Milford",900947535,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",16,"South Central Region"
"Milford",900947535,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",75,"South Central Region"
"Milford",900947535,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",77,"South Central Region"
"Milford",900947535,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",43,"South Central Region"
"Milford",900947535,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",81,"South Central Region"
"Milford",900947535,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",79,"South Central Region"
"Milford",900947535,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",26,"South Central Region"
"Milford",900947535,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",75,"South Central Region"
"Milford",900947535,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",67,"South Central Region"
"Milford",900947535,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",46,"South Central Region"
"Milford",900947535,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",84,"South Central Region"
"Milford",900947535,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",82,"South Central Region"
"Milford",900947535,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",20,"South Central Region"
"Milford",900947535,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",68,"South Central Region"
"Milford",900947535,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",67,"South Central Region"
"Milford",900947535,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",44,"South Central Region"
"Milford",900947535,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",87,"South Central Region"
"Milford",900947535,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",85,"South Central Region"
"Milford",900947535,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",22,"South Central Region"
"Milford",900947535,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",88,"South Central Region"
"Milford",900947535,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",83,"South Central Region"
"Milford",900947535,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",57,"South Central Region"
"Milford",900947535,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",95,"South Central Region"
"Milford",900947535,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",94,"South Central Region"
"Milford",900947535,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",26,"South Central Region"
"Milford",900947535,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",74,"South Central Region"
"Milford",900947535,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",75,"South Central Region"
"Milford",900947535,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",52,"South Central Region"
"Milford",900947535,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",98,"South Central Region"
"Milford",900947535,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",97,"South Central Region"
"Milford",900947535,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",27,"South Central Region"
"Milford",900947535,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",78,"South Central Region"
"Milford",900947535,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",71,"South Central Region"
"Milford",900947535,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",46,"South Central Region"
"Milford",900947535,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",82,"South Central Region"
"Milford",900947535,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",80,"South Central Region"
"Milford",900947535,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",22,"South Central Region"
"Milford",900947535,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",79,"South Central Region"
"Milford",900947535,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",74,"South Central Region"
"Milford",900947535,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",48,"South Central Region"
"Milford",900947535,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",88,"South Central Region"
"Milford",900947535,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",50,"South Central Region"
"Milford",900947535,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",22,"South Central Region"
"Monroe",900148620,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",39,"Southwest Region"
"Monroe",900148620,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",38,"Southwest Region"
"Monroe",900148620,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",26,"Southwest Region"
"Monroe",900148620,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",46,"Southwest Region"
"Monroe",900148620,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",44,"Southwest Region"
"Monroe",900148620,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Southwest Region"
"Monroe",900148620,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",39,"Southwest Region"
"Monroe",900148620,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",35,"Southwest Region"
"Monroe",900148620,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",26,"Southwest Region"
"Monroe",900148620,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",44,"Southwest Region"
"Monroe",900148620,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",43,"Southwest Region"
"Monroe",900148620,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,"Southwest Region"
"Monroe",900148620,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",47,"Southwest Region"
"Monroe",900148620,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",43,"Southwest Region"
"Monroe",900148620,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",25,"Southwest Region"
"Monroe",900148620,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",49,"Southwest Region"
"Monroe",900148620,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",48,"Southwest Region"
"Monroe",900148620,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"Southwest Region"
"Monroe",900148620,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",42,"Southwest Region"
"Monroe",900148620,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",42,"Southwest Region"
"Monroe",900148620,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",30,"Southwest Region"
"Monroe",900148620,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",51,"Southwest Region"
"Monroe",900148620,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",47,"Southwest Region"
"Monroe",900148620,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",16,"Southwest Region"
"Monroe",900148620,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",31,"Southwest Region"
"Monroe",900148620,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",33,"Southwest Region"
"Monroe",900148620,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",20,"Southwest Region"
"Monroe",900148620,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",45,"Southwest Region"
"Monroe",900148620,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",41,"Southwest Region"
"Monroe",900148620,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",15,"Southwest Region"
"Monroe",900148620,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",30,"Southwest Region"
"Monroe",900148620,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",29,"Southwest Region"
"Monroe",900148620,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",16,"Southwest Region"
"Monroe",900148620,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",34,"Southwest Region"
"Monroe",900148620,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",31,"Southwest Region"
"Monroe",900148620,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Southwest Region"
"Monroe",900148620,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",35,"Southwest Region"
"Monroe",900148620,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",34,"Southwest Region"
"Monroe",900148620,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",23,"Southwest Region"
"Monroe",900148620,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",35,"Southwest Region"
"Monroe",900148620,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",31,"Southwest Region"
"Monroe",900148620,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",5,"Southwest Region"
"Monroe",900148620,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",32,"Southwest Region"
"Monroe",900148620,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",32,"Southwest Region"
"Monroe",900148620,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",19,"Southwest Region"
"Monroe",900148620,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",38,"Southwest Region"
"Monroe",900148620,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",37,"Southwest Region"
"Monroe",900148620,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,"Southwest Region"
"Monroe",900148620,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",29,"Southwest Region"
"Monroe",900148620,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",24,"Southwest Region"
"Monroe",900148620,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",17,"Southwest Region"
"Monroe",900148620,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",35,"Southwest Region"
"Monroe",900148620,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",33,"Southwest Region"
"Monroe",900148620,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Southwest Region"
"Monroe",900148620,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",32,"Southwest Region"
"Monroe",900148620,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",34,"Southwest Region"
"Monroe",900148620,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",15,"Southwest Region"
"Monroe",900148620,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",36,"Southwest Region"
"Monroe",900148620,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",33,"Southwest Region"
"Monroe",900148620,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"Southwest Region"
"Monroe",900148620,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",25,"Southwest Region"
"Monroe",900148620,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",23,"Southwest Region"
"Monroe",900148620,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",14,"Southwest Region"
"Monroe",900148620,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",22,"Southwest Region"
"Monroe",900148620,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",20,"Southwest Region"
"Monroe",900148620,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Southwest Region"
"Monroe",900148620,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",34,"Southwest Region"
"Monroe",900148620,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",33,"Southwest Region"
"Monroe",900148620,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",21,"Southwest Region"
"Monroe",900148620,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",32,"Southwest Region"
"Monroe",900148620,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",17,"Southwest Region"
"Monroe",900148620,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Southwest Region"
"Montville",901148900,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",30,"Eastern Region"
"Montville",901148900,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",25,"Eastern Region"
"Montville",901148900,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",16,"Eastern Region"
"Montville",901148900,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",33,"Eastern Region"
"Montville",901148900,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",29,"Eastern Region"
"Montville",901148900,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",16,"Eastern Region"
"Montville",901148900,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",26,"Eastern Region"
"Montville",901148900,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",25,"Eastern Region"
"Montville",901148900,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",16,"Eastern Region"
"Montville",901148900,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",29,"Eastern Region"
"Montville",901148900,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",27,"Eastern Region"
"Montville",901148900,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Montville",901148900,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",41,"Eastern Region"
"Montville",901148900,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",32,"Eastern Region"
"Montville",901148900,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",21,"Eastern Region"
"Montville",901148900,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",35,"Eastern Region"
"Montville",901148900,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",35,"Eastern Region"
"Montville",901148900,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Montville",901148900,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",24,"Eastern Region"
"Montville",901148900,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",27,"Eastern Region"
"Montville",901148900,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",17,"Eastern Region"
"Montville",901148900,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",37,"Eastern Region"
"Montville",901148900,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",37,"Eastern Region"
"Montville",901148900,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"Eastern Region"
"Montville",901148900,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",25,"Eastern Region"
"Montville",901148900,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",23,"Eastern Region"
"Montville",901148900,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",14,"Eastern Region"
"Montville",901148900,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",26,"Eastern Region"
"Montville",901148900,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",25,"Eastern Region"
"Montville",901148900,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Eastern Region"
"Montville",901148900,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",38,"Eastern Region"
"Montville",901148900,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",32,"Eastern Region"
"Montville",901148900,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",28,"Eastern Region"
"Montville",901148900,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",41,"Eastern Region"
"Montville",901148900,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",41,"Eastern Region"
"Montville",901148900,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Eastern Region"
"Montville",901148900,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",46,"Eastern Region"
"Montville",901148900,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",46,"Eastern Region"
"Montville",901148900,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",29,"Eastern Region"
"Montville",901148900,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",50,"Eastern Region"
"Montville",901148900,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",49,"Eastern Region"
"Montville",901148900,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"Eastern Region"
"Montville",901148900,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",18,"Eastern Region"
"Montville",901148900,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",21,"Eastern Region"
"Montville",901148900,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",11,"Eastern Region"
"Montville",901148900,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",43,"Eastern Region"
"Montville",901148900,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",42,"Eastern Region"
"Montville",901148900,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,"Eastern Region"
"Montville",901148900,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",29,"Eastern Region"
"Montville",901148900,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",23,"Eastern Region"
"Montville",901148900,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",16,"Eastern Region"
"Montville",901148900,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",36,"Eastern Region"
"Montville",901148900,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",36,"Eastern Region"
"Montville",901148900,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",12,"Eastern Region"
"Montville",901148900,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",32,"Eastern Region"
"Montville",901148900,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",31,"Eastern Region"
"Montville",901148900,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",25,"Eastern Region"
