"Town","Year","FIPS","Indicator","Measure Type","Variable","Value","Region","Total Births"
"Marlborough",2013,900345820,"Individual Family Service Plans","Percent","Birth to Three Indicators",21.95,"North Central Region",41
"Marlborough",2013,900345820,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"North Central Region",41
"Marlborough",2013,900345820,"Evaluations","Number","Birth to Three Indicators",9,"North Central Region",41
"Marlborough",2013,900345820,"Individual Family Service Plans","Number","Birth to Three Indicators",9,"North Central Region",41
"Marlborough",2013,900345820,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"North Central Region",41
"Marlborough",2013,900345820,"Total Eligible","Percent","Birth to Three Indicators",21.95,"North Central Region",41
"Marlborough",2013,900345820,"Evaluated that are Eligible","Percent","Birth to Three Indicators",100,"North Central Region",41
"Marlborough",2013,900345820,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"North Central Region",41
"Marlborough",2013,900345820,"Referrals","Percent","Birth to Three Indicators",21.95,"North Central Region",41
"Meriden",2013,900946520,"Referrals","Percent","Birth to Three Indicators",22.94,"Central Region",763
"Meriden",2013,900946520,"Total Served","Number","Birth to Three Indicators",124,"Central Region",763
"Meriden",2013,900946520,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",8.52,"Central Region",763
"Meriden",2013,900946520,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",65,"Central Region",763
"Meriden",2013,900946520,"Referrals","Number","Birth to Three Indicators",175,"Central Region",763
"Meriden",2013,900946520,"Total Eligible","Number","Birth to Three Indicators",135,"Central Region",763
"Meriden",2013,900946520,"IFSP Receiving Services","Percent","Birth to Three Indicators",98.41,"Central Region",763
"Meriden",2013,900946520,"Evaluations","Number","Birth to Three Indicators",168,"Central Region",763
"Meriden",2013,900946520,"Evaluated that are Eligible","Percent","Birth to Three Indicators",80.36,"Central Region",763
"Meriden",2013,900946520,"Referred that are Evaluated","Percent","Birth to Three Indicators",96,"Central Region",763
"Meriden",2013,900946520,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",48.15,"Central Region",763
"Meriden",2013,900946520,"Total Eligible","Percent","Birth to Three Indicators",17.69,"Central Region",763
"Meriden",2013,900946520,"Individual Family Service Plans","Percent","Birth to Three Indicators",16.51,"Central Region",763
"Meriden",2013,900946520,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.33,"Central Region",763
"Meriden",2013,900946520,"Total Served","Percent","Birth to Three Indicators",16.25,"Central Region",763
"Meriden",2013,900946520,"Individual Family Service Plans","Number","Birth to Three Indicators",126,"Central Region",763
"Meriden",2013,900946520,"Evaluations","Percent","Birth to Three Indicators",22.02,"Central Region",763
"Middlebury",2013,900946940,"Total Served","Number","Birth to Three Indicators",1,"Western Region",53
"Middlebury",2013,900946940,"Total Eligible","Percent","Birth to Three Indicators",5.66,"Western Region",53
"Middlebury",2013,900946940,"Evaluations","Number","Birth to Three Indicators",9,"Western Region",53
"Middlebury",2013,900946940,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",1.89,"Western Region",53
"Middlebury",2013,900946940,"Total Eligible","Number","Birth to Three Indicators",3,"Western Region",53
"Middlebury",2013,900946940,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Western Region",53
"Middlebury",2013,900946940,"Individual Family Service Plans","Percent","Birth to Three Indicators",5.66,"Western Region",53
"Middlebury",2013,900946940,"Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region",53
"Middlebury",2013,900946940,"Referrals","Percent","Birth to Three Indicators",18.87,"Western Region",53
"Middlebury",2013,900946940,"Evaluated that are Eligible","Percent","Birth to Three Indicators",33.33,"Western Region",53
"Middlebury",2013,900946940,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region",53
"Middlebury",2013,900946940,"Evaluations","Percent","Birth to Three Indicators",16.98,"Western Region",53
"Middlebury",2013,900946940,"Total Served","Percent","Birth to Three Indicators",1.89,"Western Region",53
"Middlebury",2013,900946940,"Referred that are Evaluated","Percent","Birth to Three Indicators",90,"Western Region",53
"Middlebury",2013,900946940,"IFSP Receiving Services","Percent","Birth to Three Indicators",33.33,"Western Region",53
"Middlebury",2013,900946940,"Referrals","Number","Birth to Three Indicators",10,"Western Region",53
"Middlebury",2013,900946940,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",33.33,"Western Region",53
"Middlefield",2013,900747080,"Individual Family Service Plans","Number","Birth to Three Indicators",4,"Eastern Region",34
"Middlefield",2013,900747080,"Referrals","Percent","Birth to Three Indicators",11.76,"Eastern Region",34
"Middlefield",2013,900747080,"Evaluated that are Eligible","Percent","Birth to Three Indicators",100,"Eastern Region",34
"Middlefield",2013,900747080,"Total Served","Percent","Birth to Three Indicators",11.76,"Eastern Region",34
"Middlefield",2013,900747080,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",25,"Eastern Region",34
"Middlefield",2013,900747080,"Evaluations","Percent","Birth to Three Indicators",11.76,"Eastern Region",34
"Middlefield",2013,900747080,"Total Served","Number","Birth to Three Indicators",4,"Eastern Region",34
"Middlefield",2013,900747080,"Total Eligible","Number","Birth to Three Indicators",4,"Eastern Region",34
"Middlefield",2013,900747080,"Individual Family Service Plans","Percent","Birth to Three Indicators",11.76,"Eastern Region",34
"Middlefield",2013,900747080,"Referrals","Number","Birth to Three Indicators",4,"Eastern Region",34
"Middlefield",2013,900747080,"Total Eligible","Percent","Birth to Three Indicators",11.76,"Eastern Region",34
"Middlefield",2013,900747080,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",2.94,"Eastern Region",34
"Middlefield",2013,900747080,"Evaluations","Number","Birth to Three Indicators",4,"Eastern Region",34
"Middlefield",2013,900747080,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",34
"Middlefield",2013,900747080,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",34
"Middlefield",2013,900747080,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",34
"Middlefield",2013,900747080,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Eastern Region",34
"Middletown",2013,900747360,"Total Eligible","Number","Birth to Three Indicators",50,"Eastern Region",539
"Middletown",2013,900747360,"Referrals","Number","Birth to Three Indicators",90,"Eastern Region",539
"Middletown",2013,900747360,"Evaluations","Percent","Birth to Three Indicators",15.4,"Eastern Region",539
"Middletown",2013,900747360,"Referrals","Percent","Birth to Three Indicators",16.7,"Eastern Region",539
"Middletown",2013,900747360,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",58,"Eastern Region",539
"Middletown",2013,900747360,"Total Eligible","Percent","Birth to Three Indicators",9.28,"Eastern Region",539
"Middletown",2013,900747360,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",29,"Eastern Region",539
"Middletown",2013,900747360,"Individual Family Service Plans","Number","Birth to Three Indicators",46,"Eastern Region",539
"Middletown",2013,900747360,"Individual Family Service Plans","Percent","Birth to Three Indicators",8.53,"Eastern Region",539
"Middletown",2013,900747360,"Referred that are Evaluated","Percent","Birth to Three Indicators",92.22,"Eastern Region",539
"Middletown",2013,900747360,"IFSP Receiving Services","Percent","Birth to Three Indicators",95.65,"Eastern Region",539
"Middletown",2013,900747360,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",92,"Eastern Region",539
"Middletown",2013,900747360,"Total Served","Number","Birth to Three Indicators",44,"Eastern Region",539
"Middletown",2013,900747360,"Evaluations","Number","Birth to Three Indicators",83,"Eastern Region",539
"Middletown",2013,900747360,"Total Served","Percent","Birth to Three Indicators",8.16,"Eastern Region",539
"Middletown",2013,900747360,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.38,"Eastern Region",539
"Middletown",2013,900747360,"Evaluated that are Eligible","Percent","Birth to Three Indicators",60.24,"Eastern Region",539
"Milford",2013,900947535,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",89.36,"South Central Region",423
"Milford",2013,900947535,"Referrals","Percent","Birth to Three Indicators",15.6,"South Central Region",423
"Milford",2013,900947535,"Evaluations","Percent","Birth to Three Indicators",15.13,"South Central Region",423
"Milford",2013,900947535,"Total Served","Percent","Birth to Three Indicators",9.93,"South Central Region",423
"Milford",2013,900947535,"Total Served","Number","Birth to Three Indicators",42,"South Central Region",423
"Milford",2013,900947535,"Referred that are Evaluated","Percent","Birth to Three Indicators",96.97,"South Central Region",423
"Milford",2013,900947535,"Referrals","Number","Birth to Three Indicators",66,"South Central Region",423
"Milford",2013,900947535,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.2,"South Central Region",423
"Milford",2013,900947535,"Individual Family Service Plans","Number","Birth to Three Indicators",42,"South Central Region",423
"Milford",2013,900947535,"Evaluations","Number","Birth to Three Indicators",64,"South Central Region",423
"Milford",2013,900947535,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",22,"South Central Region",423
"Milford",2013,900947535,"Total Eligible","Number","Birth to Three Indicators",47,"South Central Region",423
"Milford",2013,900947535,"Evaluated that are Eligible","Percent","Birth to Three Indicators",73.44,"South Central Region",423
"Milford",2013,900947535,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"South Central Region",423
"Milford",2013,900947535,"Total Eligible","Percent","Birth to Three Indicators",11.11,"South Central Region",423
"Milford",2013,900947535,"Individual Family Service Plans","Percent","Birth to Three Indicators",9.93,"South Central Region",423
"Milford",2013,900947535,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",46.81,"South Central Region",423
"Monroe",2013,900148620,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Southwest Region",153
"Monroe",2013,900148620,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Southwest Region",153
"Monroe",2013,900148620,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.92,"Southwest Region",153
"Monroe",2013,900148620,"Evaluated that are Eligible","Percent","Birth to Three Indicators",57.14,"Southwest Region",153
"Monroe",2013,900148620,"Evaluations","Number","Birth to Three Indicators",28,"Southwest Region",153
"Monroe",2013,900148620,"Referrals","Number","Birth to Three Indicators",28,"Southwest Region",153
"Monroe",2013,900148620,"Evaluations","Percent","Birth to Three Indicators",18.3,"Southwest Region",153
"Monroe",2013,900148620,"Individual Family Service Plans","Percent","Birth to Three Indicators",9.8,"Southwest Region",153
"Monroe",2013,900148620,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.75,"Southwest Region",153
"Monroe",2013,900148620,"Total Served","Percent","Birth to Three Indicators",9.8,"Southwest Region",153
"Monroe",2013,900148620,"Total Eligible","Percent","Birth to Three Indicators",10.46,"Southwest Region",153
"Monroe",2013,900148620,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",37.5,"Southwest Region",153
"Monroe",2013,900148620,"Individual Family Service Plans","Number","Birth to Three Indicators",15,"Southwest Region",153
"Monroe",2013,900148620,"Referrals","Percent","Birth to Three Indicators",18.3,"Southwest Region",153
"Monroe",2013,900148620,"Total Served","Number","Birth to Three Indicators",15,"Southwest Region",153
"Monroe",2013,900148620,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Southwest Region",153
"Monroe",2013,900148620,"Total Eligible","Number","Birth to Three Indicators",16,"Southwest Region",153
"Montville",2013,901148900,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Eastern Region",146
"Montville",2013,901148900,"Total Served","Number","Birth to Three Indicators",22,"Eastern Region",146
"Montville",2013,901148900,"Referrals","Number","Birth to Three Indicators",31,"Eastern Region",146
"Montville",2013,901148900,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",146
"Montville",2013,901148900,"Evaluated that are Eligible","Percent","Birth to Three Indicators",73.33,"Eastern Region",146
"Montville",2013,901148900,"Individual Family Service Plans","Number","Birth to Three Indicators",22,"Eastern Region",146
"Montville",2013,901148900,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.53,"Eastern Region",146
"Montville",2013,901148900,"Individual Family Service Plans","Percent","Birth to Three Indicators",15.07,"Eastern Region",146
"Montville",2013,901148900,"Evaluations","Number","Birth to Three Indicators",30,"Eastern Region",146
"Montville",2013,901148900,"Referred that are Evaluated","Percent","Birth to Three Indicators",96.77,"Eastern Region",146
"Montville",2013,901148900,"Total Eligible","Number","Birth to Three Indicators",22,"Eastern Region",146
"Montville",2013,901148900,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",146
"Montville",2013,901148900,"Total Served","Percent","Birth to Three Indicators",15.07,"Eastern Region",146
"Montville",2013,901148900,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"Eastern Region",146
"Montville",2013,901148900,"Total Eligible","Percent","Birth to Three Indicators",15.07,"Eastern Region",146
"Montville",2013,901148900,"Evaluations","Percent","Birth to Three Indicators",20.55,"Eastern Region",146
"Montville",2013,901148900,"Referrals","Percent","Birth to Three Indicators",21.23,"Eastern Region",146
"Morris",2013,900549460,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Western Region",14
"Morris",2013,900549460,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",14.29,"Western Region",14
"Morris",2013,900549460,"Individual Family Service Plans","Percent","Birth to Three Indicators",14.29,"Western Region",14
"Morris",2013,900549460,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",14
"Morris",2013,900549460,"Evaluations","Number","Birth to Three Indicators",3,"Western Region",14
"Morris",2013,900549460,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Western Region",14
"Morris",2013,900549460,"Total Eligible","Number","Birth to Three Indicators",2,"Western Region",14
"Morris",2013,900549460,"Referrals","Number","Birth to Three Indicators",3,"Western Region",14
"Morris",2013,900549460,"Evaluated that are Eligible","Percent","Birth to Three Indicators",66.67,"Western Region",14
"Morris",2013,900549460,"Total Served","Percent","Birth to Three Indicators",14.29,"Western Region",14
"Morris",2013,900549460,"Total Eligible","Percent","Birth to Three Indicators",14.29,"Western Region",14
"Morris",2013,900549460,"Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region",14
"Morris",2013,900549460,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",100,"Western Region",14
"Morris",2013,900549460,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",14
"Morris",2013,900549460,"Referrals","Percent","Birth to Three Indicators",21.43,"Western Region",14
"Morris",2013,900549460,"Evaluations","Percent","Birth to Three Indicators",21.43,"Western Region",14
"Morris",2013,900549460,"Total Served","Number","Birth to Three Indicators",2,"Western Region",14
"Naugatuck",2013,900949950,"Total Eligible","Number","Birth to Three Indicators",45,"Western Region",364
"Naugatuck",2013,900949950,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.49,"Western Region",364
"Naugatuck",2013,900949950,"Individual Family Service Plans","Percent","Birth to Three Indicators",11.54,"Western Region",364
"Naugatuck",2013,900949950,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.33,"Western Region",364
"Naugatuck",2013,900949950,"Referred that are Evaluated","Percent","Birth to Three Indicators",92,"Western Region",364
"Naugatuck",2013,900949950,"Evaluations","Number","Birth to Three Indicators",69,"Western Region",364
"Naugatuck",2013,900949950,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",364
"Naugatuck",2013,900949950,"Individual Family Service Plans","Number","Birth to Three Indicators",42,"Western Region",364
"Naugatuck",2013,900949950,"Total Served","Number","Birth to Three Indicators",42,"Western Region",364
"Naugatuck",2013,900949950,"Referrals","Number","Birth to Three Indicators",75,"Western Region",364
"Naugatuck",2013,900949950,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",20,"Western Region",364
"Naugatuck",2013,900949950,"Referrals","Percent","Birth to Three Indicators",20.6,"Western Region",364
"Naugatuck",2013,900949950,"Total Eligible","Percent","Birth to Three Indicators",12.36,"Western Region",364
"Naugatuck",2013,900949950,"Evaluations","Percent","Birth to Three Indicators",18.96,"Western Region",364
"Naugatuck",2013,900949950,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",44.44,"Western Region",364
"Naugatuck",2013,900949950,"Total Served","Percent","Birth to Three Indicators",11.54,"Western Region",364
"Naugatuck",2013,900949950,"Evaluated that are Eligible","Percent","Birth to Three Indicators",65.22,"Western Region",364
"New Britain",2013,900350440,"Total Served","Number","Birth to Three Indicators",178,"Central Region",1032
"New Britain",2013,900350440,"Individual Family Service Plans","Number","Birth to Three Indicators",185,"Central Region",1032
"New Britain",2013,900350440,"Individual Family Service Plans","Percent","Birth to Three Indicators",17.93,"Central Region",1032
"New Britain",2013,900350440,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",110,"Central Region",1032
"New Britain",2013,900350440,"Total Eligible","Number","Birth to Three Indicators",195,"Central Region",1032
"New Britain",2013,900350440,"Evaluations","Number","Birth to Three Indicators",257,"Central Region",1032
"New Britain",2013,900350440,"Referred that are Evaluated","Percent","Birth to Three Indicators",93.8,"Central Region",1032
"New Britain",2013,900350440,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.87,"Central Region",1032
"New Britain",2013,900350440,"IFSP Receiving Services","Percent","Birth to Three Indicators",96.22,"Central Region",1032
"New Britain",2013,900350440,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",56.41,"Central Region",1032
"New Britain",2013,900350440,"Evaluations","Percent","Birth to Three Indicators",24.9,"Central Region",1032
"New Britain",2013,900350440,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",10.66,"Central Region",1032
"New Britain",2013,900350440,"Evaluated that are Eligible","Percent","Birth to Three Indicators",75.88,"Central Region",1032
"New Britain",2013,900350440,"Total Served","Percent","Birth to Three Indicators",17.25,"Central Region",1032
"New Britain",2013,900350440,"Referrals","Percent","Birth to Three Indicators",26.55,"Central Region",1032
"New Britain",2013,900350440,"Total Eligible","Percent","Birth to Three Indicators",18.9,"Central Region",1032
"New Britain",2013,900350440,"Referrals","Number","Birth to Three Indicators",274,"Central Region",1032
"New Canaan",2013,900150580,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",63.64,"Southwest Region",145
"New Canaan",2013,900150580,"Total Served","Number","Birth to Three Indicators",20,"Southwest Region",145
"New Canaan",2013,900150580,"Referred that are Evaluated","Percent","Birth to Three Indicators",92.68,"Southwest Region",145
"New Canaan",2013,900150580,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.66,"Southwest Region",145
"New Canaan",2013,900150580,"Evaluations","Number","Birth to Three Indicators",38,"Southwest Region",145
"New Canaan",2013,900150580,"Referrals","Number","Birth to Three Indicators",41,"Southwest Region",145
"New Canaan",2013,900150580,"Evaluated that are Eligible","Percent","Birth to Three Indicators",57.89,"Southwest Region",145
"New Canaan",2013,900150580,"Referrals","Percent","Birth to Three Indicators",28.28,"Southwest Region",145
"New Canaan",2013,900150580,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",14,"Southwest Region",145
"New Canaan",2013,900150580,"Total Eligible","Percent","Birth to Three Indicators",15.17,"Southwest Region",145
"New Canaan",2013,900150580,"Individual Family Service Plans","Percent","Birth to Three Indicators",14.48,"Southwest Region",145
"New Canaan",2013,900150580,"Individual Family Service Plans","Number","Birth to Three Indicators",21,"Southwest Region",145
"New Canaan",2013,900150580,"IFSP Receiving Services","Percent","Birth to Three Indicators",95.24,"Southwest Region",145
"New Canaan",2013,900150580,"Total Served","Percent","Birth to Three Indicators",13.79,"Southwest Region",145
"New Canaan",2013,900150580,"Evaluations","Percent","Birth to Three Indicators",26.21,"Southwest Region",145
"New Canaan",2013,900150580,"Total Eligible","Number","Birth to Three Indicators",22,"Southwest Region",145
"New Canaan",2013,900150580,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.45,"Southwest Region",145
"New Fairfield",2013,900150860,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.44,"Western Region",85
"New Fairfield",2013,900150860,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.41,"Western Region",85
"New Fairfield",2013,900150860,"Individual Family Service Plans","Number","Birth to Three Indicators",17,"Western Region",85
"New Fairfield",2013,900150860,"Total Eligible","Percent","Birth to Three Indicators",21.18,"Western Region",85
"New Fairfield",2013,900150860,"Referrals","Percent","Birth to Three Indicators",29.41,"Western Region",85
"New Fairfield",2013,900150860,"Total Served","Percent","Birth to Three Indicators",17.65,"Western Region",85
"New Fairfield",2013,900150860,"Evaluated that are Eligible","Percent","Birth to Three Indicators",72,"Western Region",85
"New Fairfield",2013,900150860,"Individual Family Service Plans","Percent","Birth to Three Indicators",20,"Western Region",85
"New Fairfield",2013,900150860,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",85
"New Fairfield",2013,900150860,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,"Western Region",85
"New Fairfield",2013,900150860,"Evaluations","Number","Birth to Three Indicators",25,"Western Region",85
"New Fairfield",2013,900150860,"Referrals","Number","Birth to Three Indicators",25,"Western Region",85
"New Fairfield",2013,900150860,"Evaluations","Percent","Birth to Three Indicators",29.41,"Western Region",85
"New Fairfield",2013,900150860,"IFSP Receiving Services","Percent","Birth to Three Indicators",88.24,"Western Region",85
"New Fairfield",2013,900150860,"Total Eligible","Number","Birth to Three Indicators",18,"Western Region",85
"New Fairfield",2013,900150860,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",44.44,"Western Region",85
"New Fairfield",2013,900150860,"Total Served","Number","Birth to Three Indicators",15,"Western Region",85
"New Hartford",2013,900551350,"Total Served","Percent","Birth to Three Indicators",4.55,"Western Region",44
"New Hartford",2013,900551350,"Total Eligible","Number","Birth to Three Indicators",2,"Western Region",44
"New Hartford",2013,900551350,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",2.27,"Western Region",44
"New Hartford",2013,900551350,"Evaluations","Number","Birth to Three Indicators",4,"Western Region",44
"New Hartford",2013,900551350,"Evaluated that are Eligible","Percent","Birth to Three Indicators",50,"Western Region",44
"New Hartford",2013,900551350,"Referrals","Percent","Birth to Three Indicators",9.09,"Western Region",44
"New Hartford",2013,900551350,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Western Region",44
"New Hartford",2013,900551350,"Evaluations","Percent","Birth to Three Indicators",9.09,"Western Region",44
"New Hartford",2013,900551350,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Western Region",44
"New Hartford",2013,900551350,"Total Eligible","Percent","Birth to Three Indicators",4.55,"Western Region",44
"New Hartford",2013,900551350,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region",44
"New Hartford",2013,900551350,"Total Served","Number","Birth to Three Indicators",2,"Western Region",44
"New Hartford",2013,900551350,"Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region",44
"New Hartford",2013,900551350,"Referrals","Number","Birth to Three Indicators",4,"Western Region",44
"New Hartford",2013,900551350,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",44
"New Hartford",2013,900551350,"Individual Family Service Plans","Percent","Birth to Three Indicators",4.55,"Western Region",44
"New Hartford",2013,900551350,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",44
"New Haven",2013,900952070,"Individual Family Service Plans","Number","Birth to Three Indicators",207,"South Central Region",1877
"New Haven",2013,900952070,"Total Served","Percent","Birth to Three Indicators",10.66,"South Central Region",1877
"New Haven",2013,900952070,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.2,"South Central Region",1877
"New Haven",2013,900952070,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",77,"South Central Region",1877
"New Haven",2013,900952070,"Evaluations","Percent","Birth to Three Indicators",17.31,"South Central Region",1877
"New Haven",2013,900952070,"IFSP Receiving Services","Percent","Birth to Three Indicators",96.62,"South Central Region",1877
"New Haven",2013,900952070,"Total Served","Number","Birth to Three Indicators",200,"South Central Region",1877
"New Haven",2013,900952070,"Evaluations","Number","Birth to Three Indicators",325,"South Central Region",1877
"New Haven",2013,900952070,"Referrals","Number","Birth to Three Indicators",345,"South Central Region",1877
"New Haven",2013,900952070,"Total Eligible","Number","Birth to Three Indicators",217,"South Central Region",1877
"New Haven",2013,900952070,"Evaluated that are Eligible","Percent","Birth to Three Indicators",66.77,"South Central Region",1877
"New Haven",2013,900952070,"Individual Family Service Plans","Percent","Birth to Three Indicators",11.03,"South Central Region",1877
"New Haven",2013,900952070,"Total Eligible","Percent","Birth to Three Indicators",11.56,"South Central Region",1877
"New Haven",2013,900952070,"Referrals","Percent","Birth to Three Indicators",18.38,"South Central Region",1877
"New Haven",2013,900952070,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",35.48,"South Central Region",1877
"New Haven",2013,900952070,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.1,"South Central Region",1877
"New Haven",2013,900952070,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.39,"South Central Region",1877
"Newington",2013,900352140,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.74,"Central Region",243
"Newington",2013,900352140,"Evaluated that are Eligible","Percent","Birth to Three Indicators",77.55,"Central Region",243
"Newington",2013,900352140,"Total Served","Percent","Birth to Three Indicators",14.81,"Central Region",243
"Newington",2013,900352140,"Individual Family Service Plans","Percent","Birth to Three Indicators",14.81,"Central Region",243
"Newington",2013,900352140,"Referred that are Evaluated","Percent","Birth to Three Indicators",92.45,"Central Region",243
"Newington",2013,900352140,"Evaluations","Number","Birth to Three Indicators",49,"Central Region",243
"Newington",2013,900352140,"Referrals","Percent","Birth to Three Indicators",21.81,"Central Region",243
"Newington",2013,900352140,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Central Region",243
"Newington",2013,900352140,"Total Eligible","Number","Birth to Three Indicators",38,"Central Region",243
"Newington",2013,900352140,"Total Eligible","Percent","Birth to Three Indicators",15.64,"Central Region",243
"Newington",2013,900352140,"Individual Family Service Plans","Number","Birth to Three Indicators",36,"Central Region",243
"Newington",2013,900352140,"Total Served","Number","Birth to Three Indicators",36,"Central Region",243
"Newington",2013,900352140,"Referrals","Number","Birth to Three Indicators",53,"Central Region",243
"Newington",2013,900352140,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Central Region",243
"Newington",2013,900352140,"Evaluations","Percent","Birth to Three Indicators",20.16,"Central Region",243
"Newington",2013,900352140,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",19,"Central Region",243
"Newington",2013,900352140,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.82,"Central Region",243
"New London",2013,901152350,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.55,"Eastern Region",382
"New London",2013,901152350,"Evaluations","Number","Birth to Three Indicators",74,"Eastern Region",382
"New London",2013,901152350,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",45.45,"Eastern Region",382
"New London",2013,901152350,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.54,"Eastern Region",382
"New London",2013,901152350,"Evaluations","Percent","Birth to Three Indicators",19.37,"Eastern Region",382
"New London",2013,901152350,"Referred that are Evaluated","Percent","Birth to Three Indicators",96.1,"Eastern Region",382
"New London",2013,901152350,"Evaluated that are Eligible","Percent","Birth to Three Indicators",74.32,"Eastern Region",382
"New London",2013,901152350,"Referrals","Percent","Birth to Three Indicators",20.16,"Eastern Region",382
"New London",2013,901152350,"Total Served","Number","Birth to Three Indicators",50,"Eastern Region",382
"New London",2013,901152350,"Total Eligible","Number","Birth to Three Indicators",55,"Eastern Region",382
"New London",2013,901152350,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",25,"Eastern Region",382
"New London",2013,901152350,"Total Eligible","Percent","Birth to Three Indicators",14.4,"Eastern Region",382
"New London",2013,901152350,"IFSP Receiving Services","Percent","Birth to Three Indicators",96.15,"Eastern Region",382
